的,dyiex,5/|.的..
骳,bireis,4|~.贝..貝骳
骹,jiriao,1|~..蛟跤.蟭骹
髠,kouun,1-|.坤.髡醌.髠
髥,rouanz,2-|..髯.髥
鳒,jyrian,1/~..鲣.鰜鰹鳒
鶡,hirez,2|~..曷.鶡鹖
龒,mhoangz,2\-.盲氓.邙.龒
籂,syehis,4/-.适.舐筮铈.籂
翯,hrhes,4~\...翯
莚,youanz,2-|.严盐.檐.鹽莚
萗,ceies,4-|...萗蓛
転,zouhuanv,3-|...轉転
鄷,fireng,1|~.峰蜂..鄷盽豊
靭,reiens,4-|..葚.靭靱軔
馉,gwvuv,3/~.股.臌.馉脵
騙,peiians,4-|...騙
驊,houuaz,2-|...華驊
鼰,jwuuz,2/|...鼰
綑,kvvunv,3~~...綑
績,jrri,1~~.缉.畿.績緝
臘,lwvas,4/~.腊..鱲臘臈
臛,hwvuos,4/~...臛
賜,ciris,4|~.赐..賜
贈,zirengs,4|~.赠..贈
蹣,puvanz,2|~..蹒蟠.蹣踫
軡,qeiianz,2-|.乾.荨掮.葴軡
鋸,jwhus,4/\...鐻鉅鋸
錐,zwhhui,1/\...錐
顎,eirs,4|~.遏鄂.颚鹗.顎鶚
瞐,muvos,4|~.默墨..瞐眜
銶,qyhiuz,2/\...銶
钖,ywoangz,2/-...钖
矊,mirianz,2|~.眠..矊
矘,tuvangv,3|~...矘
矚,zuvhuv,3|~.嘱瞩..矚
矡,jvhuez,2~\...矡
硽,yowan,1-/.奄..硽
磿,leyis,4-/.历厉励砾.砺.磿
礈,zowhuis,4-/...礈
礜,ywuus,4/|...鴥轝礜譽軉
秲,zyehis,4/-.制智秩稚.雉.製铚秲锧稙鴙
窮,qhhiongz,2\\.穷.穹.窮
竄,chhuans,4\\.窜..竄
笗,dwoong,1/-..氡.笗
箘,jwouns,4/-...箘
箽,dwoongv,3/-...箽
簍,lwoouv,3/-.篓..簍
簜,dwoangs,4/-...簜
粷,jhwuz,2\/...粷
絨,rvvongz,2~~.绒..絨
絹,jvvuans,4~~.绢..絹
緷,yvvuns,4~~...緷
緻,zrrhis,4~~..彘.紩緻
繉,hvvunz,2~~...繉
繙,fvvanz,2~~...繙
罁,gwoang,1/-.钢缸..罁
羅,luvuoz,2|~.罗逻螺..羅邏
羇,jiri,1|~.畸.叽羁唧跻咭.踦羇羈
聣,uouux,5-|...蓞聣
聰,couong,1-|.聪葱.枞苁.茐聦聰蔥驄聡
脙,xyriu,1/~..馐.脙
脛,jyrings,4/~..胫獍.脛
脻,jyrie,1/~...脻
脼,lwvangv,3/~...脼
腗,pyriz,2/~.脾..腗
艜,dwwais,4//.待..艜
萊,louaiz,2-|.莱..萊鶆
葘,zeii,1-|..髭趑.茲菑趦茊薋葘鄑
葢,gouais,4-|.概.丐.蓋葢
蔥,couong,1-|.聪葱.枞苁.茐聦聰蔥驄聡
藍,louanz,2-|.蓝拦栏婪..蘭葻藍
藘,louyuz,2-|..榈.藘驢馿
藝,yeiis,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
蘿,louuoz,2-|.萝.椤.騾蘿
蛬,qeiiongz,2-|..邛蛩跫茕.蛬藑赹
螁,buvan,1|~...螁
螚,nvhaiz,2~\...螚
螤,zhohong,1\-.衷..螤
袇,rhvanz,2\~...袇
袌,bhoaos,4\-...袌
袔,khres,4\~.课..袔
袦,nhvas,4\~..衲.袦
袨,xhvuans,4\~...袨
覂,bouanv,3-|.板.坂.覂
訃,fhous,4\-...訃
訋,dheiaos,4\-...調訋
詫,dhous,4\-.度..詫
詬,ghoous,4\-...詬訽
詮,qhouanz,2\-.痊..詮譔
詻,ehes,4\-...詻讍
誠,chehengz,2\-...誠
謬,mheius,4\-...謬
譃,xhou,1\-...諝譃
譄,zheeng,1\-...譄
譯,yheis,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
譽,ywuus,4/|...鴥轝礜譽軉
賰,cuvhunv,3|~...賰
趮,zouaos,4-|...趮
蹱,zuvhong,1|~.中忠盅..蹱
軙,qeiiz,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
軠,kouuangz,2-|...軠
輩,bieeis,4|-.背辈.邶.輩
辭,cyhiz,2/\...鈶辭
遜,xvuuns,4~|.逊..遜
鄧,drhengs,4~\.邓凳..鄧
鄫,zhyeng,1\/...鄫
鄿,jeii,1-|.机基圾.芨赍墼.鄿虀鞿覊賷
酀,youanv,3-|.掩.郾.菴酀鶠
釡,fwhuv,3/\.斧釜..釡
釢,nwhaiv,3/\...釢
鉃,syhhis,4/\.释.弑.釋鉃鈰飾
鍍,dwhus,4/\...鍍
鍎,twhuz,2/\.途..鍎
鎖,swhuov,3/\...鎖鏁
闃,quvus,4|~...闃閴
鞗,tyiiaoz,2/|...鞗鯈
韱,xyhian,1/\...韱
頹,twouiz,2/-.颓..頹頺
願,yowuans,4-/.愿..願
顳,neiies,4-|.聂孽.颞蘖.菍糵顳苶聶
餁,ryhens,4/\...餁飪
餃,jyhiaov,3/\...餃釥
餵,wyheis,4/\...鏏餵錗
馮,fheengz,2\-...馮
馳,ceihiz,2-|.持.墀坻茌.馳
駛,seihiv,3-|...駛
騎,qeiiz,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
騺,zeihis,4-|.志掷挚.栉桎鸷贽.芖騺覟贄驇
鯚,jyris,4/~.祭.鲫鲚.鯚鯽鰿
鰟,pwvangz,2/~..逄.鳑鰟蠭
鱉,bhyie,1\/.憋鳖..鼈鱉
鳛,xyriz,2/~...鳛
鴟,cyrhi,1/~..鸱.鴟
鴮,wowu,1-/...鴮
鴲,zyrhi,1/~.脂肢.胝.鴲胑
鴷,leyiex,5-/...鴷
鷷,zhwun,1\/.尊遵..鷷
鸀,zuvhuz,2|~..躅.蠋蠾鸀
麎,chehenz,2\-...麎
麡,qheiz,2\-.齐旗.麒.齊麡竒
麧,heiez,2-|.核荷菏.盍翮.鞨麧覈
鼇,aoooz,2--.熬敖.鳌遨螯獒聱.鰲鼇
鼞,touang,1-|...鼞鞺
鼤,wyienz,2/|...鼤
齺,zuoou,1|-...齺
齽,jieins,4|-...齽
龑,yhoanx,5\-...龑
砮,nvwuz,2~/.奴.驽孥.砮
綟,lrris,4~~...綟
緜,myiianz,2/|...緜
繑,jvvue,1~~...繑
纑,lvvuz,2~~...纑
罈,twoanz,2/-..锬镡.罈
蠙,birin,1|~...蠙
輴,couhun,1-|.椿..輴
酨,zouais,4-|.再载..酨
鏂,owhu,1/\...鏂
駹,mouangz,2-|.茫芒..駹
鎪,swhou,1/\...鎪
瞕,zuvhangs,4|~.帐账.嶂幛.瞕
窪,whha,1\\.洼..窪窊
肻,kieenv,3|-.肯.龈.肻
蠔,huvaoz,2|~.嚎.嗥蚝.蠔
鐰,qyhiao,1/\...鍬鐰
綵,cvvaiv,3~~...綵
鮰,hwvuiz,2/~...鮰
鳾,seihix,5-|...鳾
虰,diring,1|~.盯叮.町.虰
驎,leiinz,2-|.林..臨驎
荬,mouaiv,3-|..荬.蕒
鑛,kwhuangs,4/\...鑛
犏,pyeian,1/-.篇.犏.
鞧,qeiiu,1-|..楸.趥鞧鞦
鮋,ywvouz,2/~.犹.鱿.鲉鮋
鰷,tyriaoz,2/~.条.鲦.鰷
鶲,wyheng,1/\.翁..鹟鶲
盕,fhhans,4\\.泛..盕
盩,zouhou,1-|...盩輈輖
盻,puvanv,3|~...闆盻
眖,kuvuangs,4|~.旷眶.贶.眖
砛,jeyin,1-/...砛
硈,qeyias,4-/...硈
禢,thvas,4\~...禢
禥,qhriz,2\~.祈祁.祺.祇禥
窼,khhe,1\\..窠.窼
竏,qheian,1\-...竏
筈,kwouos,4/-...筈秳
筽,owox,5/-...筽
篴,dyeiz,2/-.敌笛..篴
籆,ywoues,4/-..钺.籆
籇,hwoaoz,2/-...籇
紏,tvvouv,3~~...紏
肣,hwvanz,2/~...肣
胑,zyrhi,1/~.脂肢.胝.鴲胑
臮,jyiis,4/|.伎.偈.臮
苲,zouhav,3-|...苲
蒃,zouhuans,4-|.撰..蒃
虗,xuou,1|-.虚..虛虗
蜌,biris,4|~..跸哔畀睥髀.閉閟蜌罼赑
跘,buvans,4|~...跘
鞦,qeiiu,1-|..楸.趥鞧鞦
驄,couong,1-|.聪葱.枞苁.茐聦聰蔥驄聡
鷭,fwhanz,2/\...鐇鷭
鸼,dyyiaov,3//...鸼
鹐,qyrian,1/~...鹐
矄,xuvun,1|~.勋.曛.矄
魖,xwuu,1/|...魆魖
鴐,grye,1~/...鴐
薀,weien,1-|...蕰藴薀
謏,xheiaov,3\-...謏
脎,swvas,4/~..脎.
締,drris,4~~.缔..締
聧,kouui,1-|...聧
脜,ywvouv,3/~...脜
艤,yyyiv,3//..舣.艤
荖,louaov,3-|.老.栳.荖
蕌,leieiv,3-|.蕾..蕌
蠷,quvuz,2|~..蠼氍.跼蠷
褏,yhoous,4\-...誘褏褎
觽,wyreiz,2/~...鮠觿觽
踫,puvanz,2|~..蹒蟠.蹣踫
蹽,liriao,1|~...蹽
軉,ywuus,4/|...鴥轝礜譽軉
軛,eeis,4-|.恶扼.噩萼垩苊.蕚軛蘁
墚,leiiangz,2-|..椋墚.
搌,zouhanv,3-|..搌.醆
擗,peiiv,3-|..圮擗.
哳,zuvha,1|~..哳.蹅
鋻,jeiian,1-|..鞯菅蒹搛.鞬葌監鋻蕳葏虃
楗,jeiians,4-|.荐槛.楗.薦鍳趝
韂,couhans,4-|...韂
飆,beyiao,1-/..飙.飆
饏,dvoans,4~-.弹..饏
耥,tooang,1--..耥.
髼,peiengz,2-|.彭蓬棚.堋.芃髼鬅
篼,dwoou,1/-..篼.
鬑,leiianz,2-|.联莲..連蓮聯鬑聫
醑,xouuv,3-|..栩醑.
鴧,yhhus,4\\.誉寓浴..鴪鴧
眜,muvos,4|~.默墨..瞐眜
瞷,jirians,4|~.见践贱.踺.見踐瞷
磦,peyiao,1-/...磦
礨,lireiv,3|~...礨鸓蠝
祃,mhvas,4\~...祃禡
祲,jhrins,4\~...祲
祻,ghvus,4\~.雇..顧祻
窊,whha,1\\.洼..窪窊
簥,jyeiao,1/-...簥
籲,ywous,4/-..毓钰.籲籞
縢,tyrengz,2/~.腾.滕.縢騰謄
繌,svvhav,3~~...繌
繒,zrreng,1~~..缯.繒
聜,deiiv,3-|.抵.柢.菧聜軧
胔,zieis,4|-...眥胔
胾,zeiis,4-|...胾
脨,jyriz,2/~.及急..脨
膼,zwvhua,1/~...膼
艕,bwwangs,4//...艕
苼,seiheng,1-|.声..聲苼
莻,neieusx,5-|...莻
蓨,teiiaoz,2-|..苕髫.蓚蓨
蓵,jeiiez,2-|.节杰截捷劫桔.颉拮.蓵
蓾,louuv,3-|.掳.橹.蓾
藦,mouos,4-|.莫.蓦茉.驀藦
虀,jeii,1-|.机基圾.芨赍墼.鄿虀鞿覊賷
蚈,qirian,1|~..岍.蚈
蛡,yiris,4|~.易邑屹.呓蜴峄.睪蛡鶍螠
蛻,tuvuis,4|~.蜕..蛻
蝝,yuvuan,1|~...蝝蜎
蝹,auvov,3|~...蝹
蟿,jeiis,4-|.技蓟.髻芰荠.繫蟿繋驥
衼,zhrhi,1\~.之.祗.衼禔禵
褦,nhvais,4\~...褦
襶,dhvais,4\~...襶
覐,jiriaos,4|~.叫.峤噍.覐
詯,hhouis,4\-...譓詯諱
誴,choongz,2\-...誴
諓,jheians,4\-...諓
謧,lheiz,2\-.离..離謧
謪,shohang,1\-.商..謪
譁,whoaz,2\-...譁
貤,yiriz,2|~.遗.咦贻眙嶷.遺貤貽
赪,ceiheng,1-|.撑.柽.赪頳
踖,jiriz,2|~..岌嵴戢.蹐踖蝍
軆,tyii,1/|...軆
輈,zouhou,1-|...盩輈輖
鄛,cvvhaoz,2~~.巢..鄛
鄡,qyiiao,1/|..劁.鄡
醖,youuns,4-|.蕴酝..醖醞
屺,qiriv,3|~.岂.屺.豈
鍑,fwhus,4/\.父..鍑
鏉,swhhous,4/\.受..鏉
雊,gwvous,4/~.够..雊
顓,zuvhuan,1|~..颛.顓耑
飐,zwvhanv,3/~...飐
稆,lwoyuv,3/-.铝.稆.
駳,douans,4-|..萏.駳髧
騽,xeiiz,2-|.檄.觋.騽蓆薂
骍,xrring,1~~...骍
筻,gwoangs,4/-..筻.
魱,hwvuz,2/~.狐.斛猢.魱
舣,yyyiv,3//..舣.艤
鮾,nyreiv,3/~.馁..鮾鯘
鯋,swvha,1/~...鯋
鯏,lyriz,2/~.狸.鲡.鯏鱺
鶃,yyiis,4/|.亿.佚仡佾劓.鶃
鶫,douong,1-|...鶇鶫菄
齛,xieies,4|-...韰齛
矙,kuvans,4|~..瞰.矙
絾,crrhengz,2~~...絾
袗,zhrhenv,3\~.诊..袗
襬,bhvaiv,3\~...襬
漤,lhhanv,3\\.懒.漤.
闕,quvues,4|~...闕
鬐,qeiiz,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
鲾,byri,1/~..匕.鲾
鴾,mvhouz,2~\.牟.鍪.鴾鞪
稭,jyeie,1/-.秸..節稭
籄,kwouis,4/-..篑.籄
聺,qeiiez,2-|.茄..聺
褹,yhris,4\~.议译谊诣..袣褹
訟,shoongs,4\-...訟
鏕,awhoz,2/\...鏕
齆,wyiengs,4/|...齆
盫,awhn,1/\...盦盫韽
矎,xuvuan,1|~.喧.暄.矎睻
礋,zeyez,2-/...礋
窌,phhaos,4\\.泡..窌
簼,gwoou,1/-.钩.篝.簼
糴,dyhiz,2/\..籴.糴
纴,rrrens,4~~.纫..纴絍紝
罵,muvas,4|~.骂.唛.罵駡
翚,hvhui,1~\...翬翚
耰,yooou,1--...耰
艧,wwwos,4//...艧
藇,youuv,3-|.雨..藇蘌
虖,huou,1|-...虖
蚖,wuvanz,2|~...蚖貦
蜎,yuvuan,1|~...蝝蜎
蜨,diriez,2|~.蝶.喋蹀.蜨眣
蠭,pwvangz,2/~..逄.鳑鰟蠭
詟,zeyhez,2-/..磔.詟
詵,shehen,1\-...詵
譔,qhouanz,2\-.痊..詮譔
豭,jeyia,1-/...豭
趙,zouhaos,4-|.赵.棹.趙
趬,qeiiao,1-|.橇..趬
阢,wvuus,4~|..阢.
圊,qiring,1|~..蜻圊.
醃,youan,1-|.焉.菸鄢.醃
録,lwhus,4/\...錄録
鍮,twhou,1/\...鍮
鍸,hwhuz,2/\...餬鍸
闚,kuvui,1|~.岿..闚
阤,yriiv,3~|...阤
霫,xehiz,2-\...霫
鞎,heienz,2-|...鞎
韗,yvuuns,4~|...韗
鬖,souan,1-|...鬖
鳠,hwvus,4/~..鹱.鱯鳠
鴼,lwuus,4/|...鴼
鷇,kouous,4-|.扣.蔻.蔲鷇
黇,teiian,1-|...黇
黡,yowanv,3-/..魇厣.黡黶
齣,cuohu,1|-...齣
盞,zovhanv,3-~.斩..盞
眅,puvan,1|~...眅
磈,weyeiv,3-/...磈硊
磳,zeyeng,1-/...磳
穫,hwous,4/-..笏.穫
窅,yhhaov,3\\..窈.窅
窾,khhuanv,3\\...窾
筭,swouans,4/-.算..笇筭
箣,cyees,4/-.策..箣
簃,yyeiz,2/-.移.迤.簃箷
簺,swoais,4/-...簺
粴,lhyiv,3\/...粴
糦,xhyi,1\/.熄烯.羲粞.糦
絟,qvvuanz,2~~...絟
緺,gvvua,1~~...緺
縩,cvvais,4~~...縩
罍,lireiz,2|~...罍
翣,svhhas,4~\...翜翣
聟,xwous,4/-...聟稸
肊,yyriv,3/~...肊
肙,yuvuans,4|~...肙
肞,cwvha,1/~...肞
臞,qwvuz,2/~..劬朐鸲.臒胊臞
苶,neiies,4-|.聂孽.颞蘖.菍糵顳苶聶
菭,touaiz,2-|.抬.薹.臺菭
葖,touu,1-|...葖
蕳,jeiian,1-|..鞯菅蒹搛.鞬葌監鋻蕳葏虃
蚒,tuvongz,2|~.同瞳..蚒眮
蜪,tuvaoz,2|~..啕.蜪
蝕,syhhiz,2/\.食..鉐蝕鉽
蠜,fouanz,2-|.樊.蘩.蠜薠
袕,xhvuez,2\~...袕
裋,shvhus,4\~...裋
裩,khvun,1\~...裈裩褌
褌,khvun,1\~...裈裩褌
褎,yhoous,4\-...誘褏褎
襫,shrhis,4\~.视试.谥.視襫
覈,heiez,2-|.核荷菏.盍翮.鞨麧覈
觭,jyri,1/~.几肌饥..觭
訆,jheiaos,4\-...訆
訏,xhouv,3\-...許訏
訽,ghoous,4\-...詬訽
詨,xheiaos,4\-.效..詨
譻,yiring,1|~.婴.鹦嘤罂.譻
诇,xhriongs,4\~...诇
貑,jyhia,1/\...貑
跱,zirhis,4|~.置帜峙.蛭帙踬.跱
坶,mouuv,3-|.拇.坶.
躘,luvongz,2|~.咙..眬躘
輖,zouhou,1-|...盩輈輖
轇,jeiiao,1-|.教蕉椒.艽茭.萩轇驕
轋,houunz,2-|...轋
轕,geiez,2-|.格革葛.鬲塥.騔轕
迒,hhoangz,2\-..颃.迒
郘,luvyuv,3|~.吕..郘
醄,touaoz,2-|.桃萄..醄駣騊
醼,youans,4-|.燕堰.酽.驗醼
鋋,cwhhanz,2/\...鋋鑱
鏁,swhuov,3/\...鎖鏁
鏭,xyhi,1/\.希悉.兮奚翕欷.錫豀鏭鑴翖
鐄,hwhuangz,2/\...鐄
鑣,byhiao,1/\...鑣鏢
鑷,nyhies,4/\...鑷鋷
辁,qovuanz,2-~..辁.
阸,eris,4~|...阨阸
牿,gwous,4/-..锢牿.
鞝,zouhangv,3-|...鞝
頞,ehhs,4\\..愕.頞
瞵,lirinz,2|~..嶙啉瞵.
饤,dyrings,4/~..腚.饤
駃,kouuais,4-|.块..駃
駉,jeiiong,1-|...駉
騠,teiiz,2-|.提.醍荑.趧騠蕛
驡,lhoongz,2\-..癃.龍驡礱蠪聾
髪,foua,1-|...髪
鬚,xouu,1-|.墟..鬚蕦
鬿,qyiiz,2/|...鬿
鮌,gwvunv,3/~..鲧.鮌鯀
鯁,gyrengv,3/~..鲠.鯁
鱻,xyrian,1/~.鲜..鮮鱻
鶚,eirs,4|~.遏鄂.颚鹗.顎鶚
鷫,svous,4~-.肃..肅鷫粛
鹖,hirez,2|~..曷.鶡鹖
磩,qeyis,4-/.砌.碛.碶磜磩
磭,cowhuos,4-/...磭
稌,twouz,2/-...稌
穃,rwoongs,4/-...穃
綂,tvvongv,3~~.统..統綂
膥,ceeen,1--...膥
膱,zyrhiz,2/~...膱
臿,cwoha,1/-..锸.臿
艎,hwwuangz,2//..徨.艎
苃,yououv,3-|.酉.莠.苃
茍,jieis,4|-.冀..茍
蒟,jouuv,3-|..榉莒.蒟
藣,beiei,1-|.杯..藣
虈,xeiiao,1-|.萧.枵.虈
蜐,jiriez,2|~.睫..蛣蜐
訅,qheiuz,2\-...訅
詭,ghouiv,3\-..庋.詭
讈,lheis,4\-.立痢.疠疬.麜讈
貿,mwvaos,4/~.贸..貿鄮
趷,kire,1|~.颗.瞌蝌嗑髁.顆趷
蹌,qiriang,1|~.呛.跄蜣.蹌蹡
蹹,tuvaz,2|~...蹹
鈰,syhhis,4/\.释.弑.釋鉃鈰飾
銑,xyhiv,3/\...銑
鋫,lyeiz,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
鍔,eyhs,4/\...鍔餓
鐨,fyheis,4/\...鐨
餉,xyhiangv,3/\...餉饟
騛,feiei,1-|...騛
鯛,dyriao,1/~.雕.鲷.鵰鯛颩
鰤,syrhi,1/~.狮..鰤魳
鳳,fyrengs,4/~.凤..鳳
鵂,xyiiu,1/|.修休.鸺.鵂
鶢,ywhuanz,2/\..爰.鈨鶢
鶳,syihi,1/|...鶳
黋,kuhuangs,4|\...黋
齢,lieingz,2|-.龄..齡齢
磚,zowhuan,1-/.砖..磚
緲,mrriaov,3~~..缈.緲
繳,jrriaov,3~~.缴绞..繳絞
聝,gouuoz,2-|..掴.聝
膴,wwvuv,3/~...膴
芵,jouuez,2-|.掘抉攫.蕨橛桷.蕝芵
藫,touanz,2-|.坛檀.覃.醰藫蕁
覓,myhis,4/\.觅..覓
誕,dhoans,4\-...誕
誡,jheies,4\-.疥..誡
貎,nyhiz,2/\...貎
賄,huvuis,4|~.贿晦.喙蟪.翙賄
跰,birengs,4|~.蹦..跰
踥,qiries,4|~...踥
迆,tvuuoz,2~|.陀..陁迆
逕,jerings,4-~...逕
逤,shhuos,4\\...逤
鏢,byhiao,1/\...鑣鏢
鏤,lwhous,4/\...鏤
鑄,zwhhus,4/\...鑄
鑽,zwhuans,4/\...鑽
頷,hwhans,4/\..颔.頷鋎銲
鴉,yova,1-~.鸦..鴉
鴰,gwoua,1/-.刮.鸹.鴰
麅,phoaoz,2\-..庖.麅
礱,lhoongz,2\-..癃.龍驡礱蠪聾
祿,lhvus,4\~.禄..祿
缷,xyeies,4/-.卸..缷
虙,fuouz,2|-...虙
齗,yuoanv,3|-...龂齗
裓,ghrez,2\~...裓
铹,lwoaoz,2/-..铹.
睙,liries,4|~..躐.蛚睙
矟,svhhuos,4~\...矟
硣,xeyiao,1-/.硝..硣
磹,deyians,4-/...磹
礀,jeyians,4-/...礀
禮,lhriv,3\~.礼..裡禮
秶,zhei,1\-.资姿咨.粢.資秶諮
窇,bhhaoz,2\\...窇
竷,khoanv,3\-...竷
笣,bwoao,1/-...笣
篃,myeeis,4/-...篃
簬,lwous,4/-..簏.箓簬稑籙
簯,qyeiv,3/-.乞..簯
粓,ghwan,1\/...粓
粶,lhwus,4\/...粶
紋,wrrenz,2~~.纹..紋
紓,svvhu,1~~.书.纾.紓綀
絞,jrriaov,3~~.缴绞..繳絞
緹,trriz,2~~..缇绨.綈緹
縷,lvvyuv,3~~.缕..絽縷
縼,xvvuans,4~~.绚..絃縼
繆,mrriaos,4~~..缪.繆
繕,svvhans,4~~.缮.骟.繕
繚,lrriaoz,2~~..缭.繚
繞,rvvaos,4~~.绕..繞
绤,xrris,4~~.细..細绤
罆,gwouans,4/-.罐..罆
羈,jiri,1|~.畸.叽羁唧跻咭.踦羇羈
翆,cvhuis,4~\.翠..翆
翑,yvhus,4~\.预豫.鹬.預遹矞翑
聵,kouuis,4-|..匮聩蒉.聭聵
脵,gwvuv,3/~.股.臌.馉脵
臄,jwvu,1/~.狙..鮈臄
茽,zouhongs,4-|...茽
莊,zouhuang,1-|.桩..莊荘
莢,jeiiaz,2-|.荚..莢
莵,touus,4-|..堍.莵
菕,louunz,2-|...輪菕
蓛,ceies,4-|...萗蓛
蓷,touui,1-|.推..藬蓷
蓸,couaoz,2-|.曹槽..蓸
蔘,seihen,1-|..莘.蓡蔘葠
蔞,lououz,2-|.楼.蒌.蔞鞻
蕘,youaoz,2-|.摇..蕘
蕼,seiis,4-|.寺肆..蕼
薔,qeiiangz,2-|.墙蔷.樯.薔
藖,qeiian,1-|.扦.芊.遷藖韆
藢,zeihiv,3-|.指址.酯芷枳.茝藢
藶,leiis,4-|.丽莉吏栗荔.栎莅郦枥苈坜.麗隸蒞苙藶赲
蛢,piringz,2|~...蛢
蟯,nuvaoz,2|~..呶蛲.蟯
蠄,qirinz,2|~..噙嗪螓.蠄
蠈,zireiz,2|~.贼..蠈賊
蠎,muvangv,3|~..蟒.蠎
蠣,liris,4|~..蛎詈跞唳呖.蠣
襪,whvas,4\~.袜..襪
覙,zyrhenv,3/~...覙
訑,yheiz,2\-..痍.讉訑詒
訣,jhouez,2\-.决..訣
詰,jheiez,2\-.竭..詰
詸,mheiz,2\-.靡糜.麋縻.詸
誰,shohuiz,2\-...誰
諏,zhohou,1\-...諏譸
諛,yhouz,2\-...諛
諮,zhei,1\-.资姿咨.粢.資秶諮
諱,hhouis,4\-...譓詯諱
謥,choongs,4\-...謥
謨,mhooz,2\-.摩魔磨..謨
譫,zhohan,1\-..旃.鹯邅譫鸇詀
貋,awhns,4/\...貋
貛,hwhuan,1/\...貛
貫,gvvuans,4~~.贯..貫
賓,bhhin,1\\.宾滨濒..賓
賞,suhhangv,3|\.赏..賞
贁,buvais,4|~.败..贁
贂,cirhenv,3|~...贂踸
贉,duvans,4|~.旦.啖.贉
趤,douangs,4-|.荡档.菪.趤
趯,youues,4-|.越.樾.趯軏
趶,wuvu,1|~.呜..趶螐
跔,juvu,1|~..雎.踘跔罝
踴,yuvongv,3|~.咏踊蛹..踴
蹆,tuvuiv,3|~...蹆
塥,geiez,2-|.格革葛.鬲塥.騔轕
輝,huhui,1|\.辉..輝
輰,youangz,2-|.杨扬..輰
輿,ywuuz,2/|.舆.臾舁.輿
轂,gouu,1-|.辜菇.鸪毂菰酤.蓇鴣苽轂
邁,mouais,4-|.卖..麥賣邁
邼,koouang,1--.匡..邼
釟,bwha,1/\.八..釟
釠,lwhuans,4/\...釠
釣,dyhiaos,4/\...釣
鈉,nwhas,4/\...鈉
鈴,lyhingz,2/\..翎瓴.鸰鈴鴒
鈺,ywhus,4/\.欲愈.鹆.鋊鈺鐍錥
鉂,syhhiv,3/\...鉂
銊,hwhuis,4/\.会..銊鐬鏸
銘,myhingz,2/\...銘
鋤,cwhhuz,2/\...鉏鋤
鋭,dwhuis,4/\...鐓錞鋭
錃,phhi,1\\...錃
錈,jwhuanv,3/\...錈
漭,mhhangv,3\\..漭.
錨,mwhaoz,2/\...錨
鍤,cwhha,1/\...鍤
鏆,gwhuans,4/\...鏆鑵
鐖,jyhi,1/\...谿雞飢鐖
鐧,jyhian,1/\...鐧銒
鐳,lyheiz,2/\...鐳鑘
鑱,cwhhanz,2/\...鋋鑱
鑾,lhouanz,2\-.挛峦孪.鸾銮栾脔娈.鑾
镃,zyei,1/-..锱.镃
閬,luvangz,2|~..螂.閬
閾,yuvus,4|~.遇吁喻峪.昱蜮.閾
閿,wirenz,2|~.蚊..聞闅閺閿
陜,xriiaz,2~|...陜
陝,svuhanv,3~|.陕..陝
霠,yehin,1-\...霠
鞏,gouongv,3-|.巩拱汞..鞏
鞖,souui,1-|..荽.鞖
韨,foouz,2--...韨
韼,pheengz,2\-...韼
韽,awhn,1/\...盦盫韽
頒,bwhan,1/\.颁..頒
頤,yeiiz,2-|.颐.圯.頤
顛,deiian,1-|.颠掂..顛
飳,twhouv,3/\...飳
飸,tuvao,1|~..饕.飸
餆,ywhaoz,2/\.遥.肴爻繇.飖餆餚颻
館,gwhuanv,3/\...館錧
饅,mwhanz,2/\...饅
駐,zouhus,4-|.著柱.杼苎翥.苧駐
駡,muvas,4|~.骂.唛.罵駡
駷,souongv,3-|...駷
騁,ceihengv,3-|...騁
騫,qhhian,1\\..骞悭褰搴.騫
騷,souao,1-|.搔..騷
騼,louus,4-|.麓..蕗菉騼騄醁
髕,birins,4|~..髌.髕
魜,ryrenz,2/~...魜
鰫,ywvongz,2/~...鰫
鱗,lyrinz,2/~.鳞..鱗魿
鱽,dwvao,1/~...鱽魛
鲬,ywvongv,3/~...鯒鲬
鴻,hhhongz,2\\.洪宏鸿.泓黉.鴻
鶆,louaiz,2-|.莱..萊鶆
鶊,gheeng,1\-.庚.赓.鶊鹒賡
鷳,xirianz,2|~...鷳蚿鷼閑鷴
鷿,preis,4~-.屁譬.甓.鷿
鸁,lhouoz,2\-...驘鸁
麞,zhohang,1\-.章彰.鄣.麞
鼏,mhris,4\~.幂.谧.鼏
鼜,qeiis,4-|..槭葺.鼜
鼫,syihiz,2/|...鼫
齦,yieinz,2|-...齦
盬,gouuv,3-|.古鼓贾.嘏瞽.盬糓
祅,yhvao,1\~...祅
禡,mhvas,4\~...祃禡
禭,shvuis,4\~..谇.禭
糱,nriies,4~|..陧.糱蠥
縂,zvvongv,3~~...總縂
蠥,nriies,4~|..陧.糱蠥
軷,bouaz,2-|.拔.菝茇.軷
鄮,mwvaos,4/~.贸..貿鄮
釱,dyhis,4/\...釱
銦,yyhin,1/\...銦
錣,zwhhuis,4/\...錣餟
鑢,lwhyus,4/\...鑢
