的,dehhr,5/|.的..
鯋,shaq,1/~...鯋
鯏,lliq,2/~.狸.鲡.鯏鱺
鶃,yihr,4/|.亿.佚仡佾劓.鶃
鶫,dongf,1-|...鶇鶫菄
齛,xiehh,4|-...韰齛
矙,kahnm,4|~..瞰.矙
絾,cchengx,2~~...絾
袗,zheenp,3\~.诊..袗
襬,baaip,3\~...襬
漤,laano,3\\.懒.漤.
闕,quehm,4|~...闕
鬐,qqif,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
鲾,biq,1/~..匕.鲾
鴾,mmouc,2~\.牟.鍪.鴾鞪
稭,jiet,1/-.秸..節稭
籄,kuiht,4/-..篑.籄
聺,qqief,2-|.茄..聺
褹,yihp,4\~.议译谊诣..袣褹
訟,sohngy,4\-...訟
鏕,vvaow,2/\...鏕
齆,wehngr,4/|...齆
盫,anw,1/\...盦盫韽
矎,xuanm,1|~.喧.暄.矎睻
礋,zzed,2-/...礋
窌,paoho,4\\.泡..窌
簼,gout,1/-.钩.篝.簼
糴,ddiw,2/\..籴.糴
纴,rehnx,4~~.纫..纴絍紝
罵,mahm,4|~.骂.唛.罵駡
翚,huic,1~\...翬翚
耰,youg,1--...耰
艧,wohe,4//...艧
藇,yuuf,3-|.雨..藇蘌
虖,huh,1|-...虖
蚖,wwanm,2|~...蚖貦
蜎,yuanm,1|~...蝝蜎
蜨,ddiem,2|~.蝶.喋蹀.蜨眣
蠭,ppangq,2/~..逄.鳑鰟蠭
詟,zzhed,2-/..磔.詟
詵,sheny,1\-...詵
譔,qquany,2\-.痊..詮譔
豭,jiad,1-/...豭
趙,zhaohf,4-|.赵.棹.趙
趬,qiaof,1-|.橇..趬
阢,wuhb,4~|..阢.
圊,qingm,1|~..蜻圊.
醃,yanf,1-|.焉.菸鄢.醃
録,luhw,4/\...錄録
鍮,touw,1/\...鍮
鍸,hhuw,2/\...餬鍸
闚,kuim,1|~.岿..闚
阤,yiib,3~|...阤
霫,xxis,2-\...霫
鞎,hhenf,2-|...鞎
韗,yuhnb,4~|...韗
鬖,sanf,1-|...鬖
鳠,huhq,4/~..鹱.鱯鳠
鴼,luhr,4/|...鴼
鷇,kouhf,4-|.扣.蔻.蔲鷇
黇,tianf,1-|...黇
黡,yaand,3-/..魇厣.黡黶
齣,chuh,1|-...齣
盞,zhaana,3-~.斩..盞
眅,panm,1|~...眅
磈,weeid,3-/...磈硊
磳,zengd,1-/...磳
穫,huht,4/-..笏.穫
窅,yaaoo,3\\..窈.窅
窾,kuaano,3\\...窾
筭,suahnt,4/-.算..笇筭
箣,ceht,4/-.策..箣
簃,yyit,2/-.移.迤.簃箷
簺,saiht,4/-...簺
粴,liii,3\/...粴
糦,xii,1\/.熄烯.羲粞.糦
絟,qquanx,2~~...絟
緺,guax,1~~...緺
縩,caihx,4~~...縩
罍,lleim,2|~...罍
翣,shahc,4~\...翜翣
聟,xuht,4/-...聟稸
肊,yiiq,3/~...肊
肙,yuahnm,4|~...肙
肞,chaq,1/~...肞
臞,qquq,2/~..劬朐鸲.臒胊臞
苶,niehf,4-|.聂孽.颞蘖.菍糵顳苶聶
菭,ttaif,2-|.抬.薹.臺菭
葖,tuf,1-|...葖
蕳,jianf,1-|..鞯菅蒹搛.鞬葌監鋻蕳葏虃
蚒,ttongm,2|~.同瞳..蚒眮
蜪,ttaom,2|~..啕.蜪
蝕,sshiw,2/\.食..鉐蝕鉽
蠜,ffanf,2-|.樊.蘩.蠜薠
袕,xxuep,2\~...袕
裋,shuhp,4\~...裋
裩,kunp,1\~...裈裩褌
褌,kunp,1\~...裈裩褌
褎,youhy,4\-...誘褏褎
襫,shihp,4\~.视试.谥.視襫
覈,hhef,2-|.核荷菏.盍翮.鞨麧覈
觭,jiq,1/~.几肌饥..觭
訆,jiaohy,4\-...訆
訏,xuuy,3\-...許訏
訽,gouhy,4\-...詬訽
詨,xiaohy,4\-.效..詨
譻,yingm,1|~.婴.鹦嘤罂.譻
诇,xiohngp,4\~...诇
貑,jiaw,1/\...貑
跱,zhihm,4|~.置帜峙.蛭帙踬.跱
坶,muuf,3-|.拇.坶.
躘,llongm,2|~.咙..眬躘
輖,zhouf,1-|...盩輈輖
轇,jiaof,1-|.教蕉椒.艽茭.萩轇驕
轋,hhunf,2-|...轋
轕,ggef,2-|.格革葛.鬲塥.騔轕
迒,hhangy,2\-..颃.迒
郘,lyuum,3|~.吕..郘
醄,ttaof,2-|.桃萄..醄駣騊
醼,yahnf,4-|.燕堰.酽.驗醼
鋋,cchanw,2/\...鋋鑱
鏁,suoow,3/\...鎖鏁
鏭,xiw,1/\.希悉.兮奚翕欷.錫豀鏭鑴翖
鐄,hhuangw,2/\...鐄
鑣,biaow,1/\...鑣鏢
鑷,niehw,4/\...鑷鋷
辁,qquana,2-~..辁.
阸,ehb,4~|...阨阸
牿,guht,4/-..锢牿.
鞝,zhaangf,3-|...鞝
頞,eho,4\\..愕.頞
瞵,llinm,2|~..嶙啉瞵.
饤,dihngq,4/~..腚.饤
駃,kuaihf,4-|.块..駃
駉,jiongf,1-|...駉
騠,ttif,2-|.提.醍荑.趧騠蕛
驡,llongy,2\-..癃.龍驡礱蠪聾
髪,faf,1-|...髪
鬚,xuf,1-|.墟..鬚蕦
鬿,qqir,2/|...鬿
鮌,guunq,3/~..鲧.鮌鯀
鯁,geengq,3/~..鲠.鯁
鱻,xianq,1/~.鲜..鮮鱻
鶚,ehm,4|~.遏鄂.颚鹗.顎鶚
鷫,suhn,4~-.肃..肅鷫粛
鹖,hhem,2|~..曷.鶡鹖
磩,qihd,4-/.砌.碛.碶磜磩
磭,chuohd,4-/...磭
稌,ttut,2/-...稌
穃,rohngt,4/-...穃
綂,toongx,3~~.统..統綂
膥,ceng,1--...膥
膱,zzhiq,2/~...膱
臿,chat,1/-..锸.臿
艎,hhuange,2//..徨.艎
苃,yoouf,3-|.酉.莠.苃
茍,jihh,4|-.冀..茍
蒟,juuf,3-|..榉莒.蒟
藣,beif,1-|.杯..藣
虈,xiaof,1-|.萧.枵.虈
蜐,jjiem,2|~.睫..蛣蜐
訅,qqiuy,2\-...訅
詭,guiiy,3\-..庋.詭
讈,lihy,4\-.立痢.疠疬.麜讈
貿,maohq,4/~.贸..貿鄮
趷,kem,1|~.颗.瞌蝌嗑髁.顆趷
蹌,qiangm,1|~.呛.跄蜣.蹌蹡
蹹,ttam,2|~...蹹
鈰,shihw,4/\.释.弑.釋鉃鈰飾
銑,xiiw,3/\...銑
鋫,llit,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
鍔,ehw,4/\...鍔餓
鐨,feihw,4/\...鐨
餉,xiaangw,3/\...餉饟
騛,feif,1-|...騛
鯛,diaoq,1/~.雕.鲷.鵰鯛颩
鰤,shiq,1/~.狮..鰤魳
鳳,fehngq,4/~.凤..鳳
鵂,xiur,1/|.修休.鸺.鵂
鶢,yyuanw,2/\..爰.鈨鶢
鶳,shir,1/|...鶳
黋,kuahngl,4|\...黋
齢,llingh,2|-.龄..齡齢
磚,zhuand,1-/.砖..磚
緲,miaaox,3~~..缈.緲
繳,jiaaox,3~~.缴绞..繳絞
聝,gguof,2-|..掴.聝
膴,wuuq,3/~...膴
芵,jjuef,2-|.掘抉攫.蕨橛桷.蕝芵
藫,ttanf,2-|.坛檀.覃.醰藫蕁
覓,mihw,4/\.觅..覓
誕,dahny,4\-...誕
誡,jiehy,4\-.疥..誡
貎,nniw,2/\...貎
賄,huihm,4|~.贿晦.喙蟪.翙賄
跰,behngm,4|~.蹦..跰
踥,qiehm,4|~...踥
迆,ttuob,2~|.陀..陁迆
逕,jihnga,4-~...逕
逤,suoho,4\\...逤
鏢,biaow,1/\...鑣鏢
鏤,louhw,4/\...鏤
鑄,zhuhw,4/\...鑄
鑽,zuahnw,4/\...鑽
頷,hahnw,4/\..颔.頷鋎銲
鴉,yaa,1-~.鸦..鴉
鴰,guat,1/-.刮.鸹.鴰
麅,ppaoy,2\-..庖.麅
礱,llongy,2\-..癃.龍驡礱蠪聾
祿,luhp,4\~.禄..祿
缷,xieht,4/-.卸..缷
虙,ffuh,2|-...虙
齗,yaanh,3|-...龂齗
裓,ggep,2\~...裓
铹,llaot,2/-..铹.
睙,liehm,4|~..躐.蛚睙
矟,shuohc,4~\...矟
硣,xiaod,1-/.硝..硣
磹,diahnd,4-/...磹
礀,jiahnd,4-/...礀
禮,liip,3\~.礼..裡禮
秶,ziy,1\-.资姿咨.粢.資秶諮
窇,bbaoo,2\\...窇
竷,kaany,3\-...竷
笣,baot,1/-...笣
篃,meiht,4/-...篃
簬,luht,4/-..簏.箓簬稑籙
簯,qiit,3/-.乞..簯
粓,gani,1\/...粓
粶,luhi,4\/...粶
紋,wwenx,2~~.纹..紋
紓,shux,1~~.书.纾.紓綀
絞,jiaaox,3~~.缴绞..繳絞
緹,ttix,2~~..缇绨.綈緹
縷,lyuux,3~~.缕..絽縷
縼,xuahnx,4~~.绚..絃縼
繆,miaohx,4~~..缪.繆
繕,shahnx,4~~.缮.骟.繕
繚,lliaox,2~~..缭.繚
繞,raohx,4~~.绕..繞
绤,xihx,4~~.细..細绤
罆,guahnt,4/-.罐..罆
羈,jim,1|~.畸.叽羁唧跻咭.踦羇羈
翆,cuihc,4~\.翠..翆
翑,yuhc,4~\.预豫.鹬.預遹矞翑
聵,kuihf,4-|..匮聩蒉.聭聵
脵,guuq,3/~.股.臌.馉脵
臄,juq,1/~.狙..鮈臄
茽,zhohngf,4-|...茽
莊,zhuangf,1-|.桩..莊荘
莢,jjiaf,2-|.荚..莢
莵,tuhf,4-|..堍.莵
菕,llunf,2-|...輪菕
蓛,cehf,4-|...萗蓛
蓷,tuif,1-|.推..藬蓷
蓸,ccaof,2-|.曹槽..蓸
蔘,shenf,1-|..莘.蓡蔘葠
蔞,llouf,2-|.楼.蒌.蔞鞻
蕘,yyaof,2-|.摇..蕘
蕼,sihf,4-|.寺肆..蕼
薔,qqiangf,2-|.墙蔷.樯.薔
藖,qianf,1-|.扦.芊.遷藖韆
藢,zhiif,3-|.指址.酯芷枳.茝藢
藶,lihf,4-|.丽莉吏栗荔.栎莅郦枥苈坜.麗隸蒞苙藶赲
蛢,ppingm,2|~...蛢
蟯,nnaom,2|~..呶蛲.蟯
蠄,qqinm,2|~..噙嗪螓.蠄
蠈,zzeim,2|~.贼..蠈賊
蠎,maangm,3|~..蟒.蠎
蠣,lihm,4|~..蛎詈跞唳呖.蠣
襪,wahp,4\~.袜..襪
覙,zheenq,3/~...覙
訑,yyiy,2\-..痍.讉訑詒
訣,jjuey,2\-.决..訣
詰,jjiey,2\-.竭..詰
詸,mmiy,2\-.靡糜.麋縻.詸
誰,sshuiy,2\-...誰
諏,zhouy,1\-...諏譸
諛,yyuy,2\-...諛
諮,ziy,1\-.资姿咨.粢.資秶諮
諱,huihy,4\-...譓詯諱
謥,cohngy,4\-...謥
謨,mmoy,2\-.摩魔磨..謨
譫,zhany,1\-..旃.鹯邅譫鸇詀
貋,ahnw,4/\...貋
貛,huanw,1/\...貛
貫,guahnx,4~~.贯..貫
賓,bino,1\\.宾滨濒..賓
賞,shaangl,3|\.赏..賞
贁,baihm,4|~.败..贁
贂,cheenm,3|~...贂踸
贉,dahnm,4|~.旦.啖.贉
趤,dahngf,4-|.荡档.菪.趤
趯,yuehf,4-|.越.樾.趯軏
趶,wum,1|~.呜..趶螐
跔,jum,1|~..雎.踘跔罝
踴,yoongm,3|~.咏踊蛹..踴
蹆,tuiim,3|~...蹆
塥,ggef,2-|.格革葛.鬲塥.騔轕
輝,huil,1|\.辉..輝
輰,yyangf,2-|.杨扬..輰
輿,yyur,2/|.舆.臾舁.輿
轂,guf,1-|.辜菇.鸪毂菰酤.蓇鴣苽轂
邁,maihf,4-|.卖..麥賣邁
邼,kuangg,1--.匡..邼
釟,baw,1/\.八..釟
釠,luahnw,4/\...釠
釣,diaohw,4/\...釣
鈉,nahw,4/\...鈉
鈴,llingw,2/\..翎瓴.鸰鈴鴒
鈺,yuhw,4/\.欲愈.鹆.鋊鈺鐍錥
鉂,shiiw,3/\...鉂
銊,huihw,4/\.会..銊鐬鏸
銘,mmingw,2/\...銘
鋤,cchuw,2/\...鉏鋤
鋭,duihw,4/\...鐓錞鋭
錃,pio,1\\...錃
錈,juaanw,3/\...錈
漭,maango,3\\..漭.
錨,mmaow,2/\...錨
鍤,chaw,1/\...鍤
鏆,guahnw,4/\...鏆鑵
鐖,jiw,1/\...谿雞飢鐖
鐧,jianw,1/\...鐧銒
鐳,lleiw,2/\...鐳鑘
鑱,cchanw,2/\...鋋鑱
鑾,lluany,2\-.挛峦孪.鸾銮栾脔娈.鑾
镃,zit,1/-..锱.镃
閬,llangm,2|~..螂.閬
閾,yuhm,4|~.遇吁喻峪.昱蜮.閾
閿,wwenm,2|~.蚊..聞闅閺閿
陜,xxiab,2~|...陜
陝,shaanb,3~|.陕..陝
霠,yins,1-\...霠
鞏,goongf,3-|.巩拱汞..鞏
鞖,suif,1-|..荽.鞖
韨,ffug,2--...韨
韼,ppengy,2\-...韼
韽,anw,1/\...盦盫韽
頒,banw,1/\.颁..頒
頤,yyif,2-|.颐.圯.頤
顛,dianf,1-|.颠掂..顛
飳,toouw,3/\...飳
飸,taom,1|~..饕.飸
餆,yyaow,2/\.遥.肴爻繇.飖餆餚颻
館,guaanw,3/\...館錧
饅,mmanw,2/\...饅
駐,zhuhf,4-|.著柱.杼苎翥.苧駐
駡,mahm,4|~.骂.唛.罵駡
駷,soongf,3-|...駷
騁,cheengf,3-|...騁
騫,qiano,1\\..骞悭褰搴.騫
騷,saof,1-|.搔..騷
騼,luhf,4-|.麓..蕗菉騼騄醁
髕,bihnm,4|~..髌.髕
魜,rrenq,2/~...魜
鰫,yyongq,2/~...鰫
鱗,llinq,2/~.鳞..鱗魿
鱽,daoq,1/~...鱽魛
鲬,yoongq,3/~...鯒鲬
鴻,hhongo,2\\.洪宏鸿.泓黉.鴻
鶆,llaif,2-|.莱..萊鶆
鶊,gengy,1\-.庚.赓.鶊鹒賡
鷳,xxianm,2|~...鷳蚿鷼閑鷴
鷿,pihn,4~-.屁譬.甓.鷿
鸁,lluoy,2\-...驘鸁
麞,zhangy,1\-.章彰.鄣.麞
鼏,mihp,4\~.幂.谧.鼏
鼜,qihf,4-|..槭葺.鼜
鼫,sshir,2/|...鼫
齦,yyinh,2|-...齦
盬,guuf,3-|.古鼓贾.嘏瞽.盬糓
祅,yaop,1\~...祅
禡,mahp,4\~...祃禡
禭,suihp,4\~..谇.禭
糱,niehb,4~|..陧.糱蠥
縂,zoongx,3~~...總縂
蠥,niehb,4~|..陧.糱蠥
軷,bbaf,2-|.拔.菝茇.軷
鄮,maohq,4/~.贸..貿鄮
釱,dihw,4/\...釱
銦,yinw,1/\...銦
錣,zhuihw,4/\...錣餟
鑢,lyuhw,4/\...鑢
钑,xiht,4/-...钑
饟,xiaangw,3/\...餉饟
鯅,shanq,1/~.删.膻.鯅
鼊,bihn,4~-.避壁臂辟.璧弼嬖襞.鸊躄鼊繴
簫,xiaot,1/-.销.箫.箾簫簘
粛,suhn,4~-.肃..肅鷫粛
粻,zhangi,1\/...粻
饈,xiuw,1/\..貅.饈銝
盌,waanq,3/~..脘.盌
瞂,ffae,2//...瞂
鋅,xinw,1/\..鑫.鋅
靮,ddif,2-|..荻觌.靮鬄
盨,xuue,3//...盨
県,xiahnm,4|~.县.岘.県睍縣
箥,boot,3/-..簸.箥
簕,leht,4/-...簕
臖,xihngr,4/|...興臖
鎔,rrongw,2/\...鎔
鏐,lliaow,2/\...豂鏐
顔,yyay,2\-...顔
盿,mminm,2|~..岷.盿賯
萵,wof,1-|.挝.莴.萵
蔊,haanf,3-|...蔊
覥,tiaanm,3|~...觍覥
貲,zih,1|-..龇赀訾觜.貲齜
驢,llyuf,2-|..榈.藘驢馿
鶸,ruohn,4~-.弱..鶸
磑,weihd,4-/...硙磑
窎,diaoho,4\\...窎
詒,yyiy,2\-..痍.讉訑詒
鉔,zaw,1/\...鉔
鏱,zhangw,1/\...餦鏱
隺,hehp,4\~.鹤褐..隺鶴
饜,yahnd,4-/.厌雁砚.赝餍.顑饜贋
荘,zhuangf,1-|.桩..莊荘
蒻,ruohf,4-|.若..蒻
蔴,mmaf,2-|...蔴
裛,yihy,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
鈙,qqinw,2/\.禽..鈙鈂
鎋,xxiaw,2/\...郃鎋
鑀,aihw,4/\.爱..鑀
髴,feihf,4-|..芾.蕡髴
鴓,bihp,4\~.必.裨.祕禆邲诐袐鴓
鸴,xxueo,2\\.学穴.泶.鸴
黿,yyuang,2--.元.鼋.黿
秹,reent,3/-..稔.秹
茢,liehf,4-|..趔鬣捩.鬛茢
蘁,ehf,4-|.恶扼.噩萼垩苊.蕚軛蘁
蚑,qqim,2|~.崎畦.岐蛴蜞.跂蚑螧
鏻,llinw,2/\.邻..鏻
霤,liuhs,4-\...霤
霩,kuohs,4-\...霩
頺,ttuit,2/-.颓..頹頺
餚,yyaow,2/\.遥.肴爻繇.飖餆餚颻
鯂,suq,1/~..稣.鯂
籔,shuut,3/-.黍..籔
蕁,ttanf,2-|.坛檀.覃.醰藫蕁
蘘,xiangf,1-|.相.芗葙.蘘
雑,zzaq,2/~.杂..雑
鬶,guig,1--.规瑰..規鬶
鯵,shenq,1/~...鲹鯵鯓
鰧,tehhngq,5/~...鰧
鱂,jiangq,1/~...鳉鱂
鳂,weiq,1/~.危..鳂
鵟,kkuangq,2/~.狂..鵟
盠,llix,2~~..蠡骊缡.盠
盳,wahngm,4|~.旺..盳
盽,fengm,1|~.峰蜂..鄷盽豊
眃,yyunm,2|~.郧.昀.眃
眏,yangm,1|~.央鸯..鴦眏
睧,hunm,1|~...睧閽
硄,guangd,1-/...硄
碔,wuud,3-/...碔
碦,kehd,4-/...碦
碸,fengd,1-/..砜.碸
磃,ttid,2-/...磃
礘,ehd,4-/.厄..礘
礮,paohd,4-/...砲礮
祘,suahng,4--...祘
禤,xuanp,1\~..谖.禤
秌,qiui,1\/...秌
秙,kuht,4/-...秙
秢,llingt,2/-.铃..笭秢
稧,qieht,4/-..锲箧.稧
稬,nuoht,4/-..锘.稬
稲,daoht,4/-.稻..稲
稸,xuht,4/-...聟稸
穜,ttongt,2/-.铜..秱穜
竒,qqiy,2\-.齐旗.麒.齊麡竒
筶,gaaot,3/-.稿镐..筶
篬,qiangt,1/-..锵锖镪.篬
籒,zhouht,4/-..籀.籒
籜,tuoht,4/-..箨.籜
籞,yuht,4/-..毓钰.籲籞
籶,sheni,1\/...籶
糂,sani,1\/...糂
糉,zohngi,4\/..粽.糉
綡,lliangx,2~~...綡
綶,guoox,3~~...綶
緄,guunx,3~~..绲.緄
緗,xiangx,1~~.乡.骧缃.鄉纕緗
緼,wenx,1~~...缊縕緼
縁,yyuanx,2~~.缘..緣縁
縋,zhuihx,4~~.缀.缒.縋綴
縞,gaaox,3~~..缟.縞
繤,zuaanf,3-|...繤
繧,yyunx,2~~..纭.繧縜
繬,sehx,4~~...繬
纃,qqix,2~~.骑.骐.纃
纉,zuaanx,3~~..缵.纘纉
纒,cchanx,2~~.缠..繟纒纏
纗,zuix,1~~...纗
罯,aanm,3|~...罯
羀,liuum,3|~...罶羀
耴,yihf,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
肍,qqiuq,2/~..犰.鰽肍觓
腨,shuahnq,4/~...腨
膗,cchuaiq,2/~...膗
膟,luhq,4/~...膟
舦,taihe,4//...舦
艊,bboe,2//.舶..艊
菄,dongf,1-|...鶇鶫菄
葾,yuanf,1-|...葾鼘
蒕,yunf,1-|...蒕
蒘,nnaf,2-|...蒘
蒧,diaanf,3-|...蒧
蓃,souf,1-|.搜..蒐蓃
蓆,xxif,2-|.檄.觋.騽蓆薂
蔱,shaf,1-|.莎..蔱
蘔,jioongf,3-|...褧蘔
蟨,jjued,2-/..厥劂.蹷蟨
蠪,llongy,2\-..癃.龍驡礱蠪聾
襖,aaop,3\~.袄..襖
誇,kuay,1\-...誇
謟,taoy,1\-...謟
讙,huany,1\-...讙
谽,hanw,1/\...谽
踨,zongm,1|~.踪..蹤踨
躉,duunf,3-|...躉
躱,duoor,3/|.躲..躱
輗,yihf,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
釔,yiiw,3/\...釔
鋕,zhihw,4/\...鑕鋕
鎚,duiw,1/\...鎚
韆,qianf,1-|.扦.芊.遷藖韆
鯶,huahnq,4/~..奂鲩.鯶
鳋,saoq,1/~..臊鳋.鰠
鹒,gengy,1\-.庚.赓.鶊鹒賡
篭,llongt,2/-.笼..籠篭
縜,yyunx,2~~..纭.繧縜
腣,dihq,4/~...腣
赲,lihf,4-|.丽莉吏栗荔.栎莅郦枥苈坜.麗隸蒞苙藶赲
馻,yuunf,3-|...馻
磞,pengd,1-/.砰..磞
睕,wanm,1|~..蜿.睕関
瞜,llyum,2|~...閭瞜
碠,dihngd,4-/..碇.碠磸
磽,qiaaod,3-/...磽
簘,xiaot,1/-.销.箫.箾簫簘
腃,quanq,1/~...腃
腵,jiaq,1/~...腵
蓳,jiinf,3-|..槿堇.緊菫蓳
覇,bahf,4-|.坝..覇
醱,pof,1-|.坡..酦醱
銝,xiuw,1/\..貅.饈銝
巛,chuanx,1~~..巛.
鐴,beihw,4/\...鐴鋇
鑵,guahnw,4/\...鏆鑵
隩,yuhb,4~|...隩
颺,yyangq,2/~...飏颺
飮,yiinw,3/\...飲飮釿
飰,fahnw,4/\...飯飰
餇,ttongw,2/\..仝.餇銅
饐,yihw,4/\..刈.鎰饐鐿
痃,xxuany,2\-.旋玄.痃.
駞,ttuof,2-|..橐坨酡柁.駝駞
鴜,ccih,2|-.雌..鴜飺
睅,hahnm,4|~.旱..睅
睍,xiahnm,4|~.县.岘.県睍縣
碭,dahngd,4-/..砀.碭礑
碽,gongd,1-/.龚..碽
磸,dihngd,4-/..碇.碠磸
礉,hhed,2-/...盇礉
礽,rrengp,2\~...礽
祾,llingp,2\~...袊祾
禌,zip,1\~..谘.禌
筥,juut,3/-.矩.榘.筥
簴,juht,4/-..钜犋.秬簴
紣,zzux,2~~...紣
絍,rehnx,4~~.纫..纴絍紝
縆,gengx,1~~...絙縆
繀,cuiix,3~~...繀
繃,bengx,1~~.绷..繃絣
羕,yahngi,4\/..恙.羕
羵,ffeni,2\/...羵
耇,goouf,3-|.苟..耈耇
聫,llianf,2-|.联莲..連蓮聯鬑聫
脗,weenq,3/~..刎.脗
臯,gaor,1/|.皋.睾.鷱臯
艁,zaohe,4//...艁
艂,ffenge,2//...艂
茞,cchenf,2-|.臣..蔯茞
葨,weif,1-|.萎.薇葳.葨
蒄,guanf,1-|.棺.莞.觀蒄
蒭,cchuf,2-|.橱..蒭
薂,xxif,2-|.檄.觋.騽蓆薂
藯,weihf,4-|.蔚.軎.苿藯
蜆,xiaanm,3|~.显.蚬跣.顯蜆顕
螑,xiuhm,4|~.嗅.岫.螑
蟼,jiingf,3-|.警..蟼
衟,daohe,4//...衟
褑,yyuanp,2\~...褑
褠,goup,1\~...袧褠
訐,jihy,4\-.迹剂..計記訐
訔,yyinm,2|~.吟..蟫訔誾
詖,bihy,4\-.庇痹.庳.詖
詗,xiohngy,4\-...詗
詪,heeny,3\-...詪
諈,zhuihy,4\-...諈
諑,zzhuoy,2\-...鷟諑
讌,yahny,4\-.彦..讞讌諺
豗,huid,1-/.灰.虺.豗
豷,yihd,4-/..翳殪.豷贀
貗,yyuw,2/\.余逾俞.觎.餘貗釪
貣,teha,4-~...貣
賯,mminm,2|~..岷.盿賯
贋,yahnd,4-/.厌雁砚.赝餍.顑饜贋
冱,huhy,4\-..冱.護
輀,vverf,2-|...輀
蒈,kaaif,3-|.楷.蒈垲.
轓,fanf,1-|.藩.蕃.轓
迋,wahngg,4--...迋
逓,dihe,4//...遞逓
鄺,kuahngy,4\-.况.邝.鄺
酳,yihnf,4-|.荫.茚.酳
鈪,ngahhgw,5/\...鈪
尜,ggak,2|/..尜.
鐐,liaohw,4/\...鐐
轷,hua,1-~..轷.
霘,dohngs,4-\...霘
鞄,ppaof,2-|...鞄
騧,guaf,1-|..栝.騧
髽,zhuaf,1-|.抓..髽
魣,yyuq,2/~.鱼.馀腴狳.魚魣鱮
鯀,guunq,3/~..鲧.鮌鯀
鰰,sshenq,2/~...鰰
鴹,yyangi,2\/.羊.炀烊.鴹
鼪,shengr,1/|...鼪
龔,gongy,1\-...龔
眮,ttongm,2|~.同瞳..蚒眮
笀,mmangt,2/-...铓笀
籣,llant,2/-.篮.镧.籣
藑,qqiongf,2-|..邛蛩跫茕.蛬藑赹
垲,kaaif,3-|.楷.蒈垲.
鍳,jiahnf,4-|.荐槛.楗.薦鍳趝
鵬,ppengq,2/~.朋鹏膨..鵬
禔,zhip,1\~.之.祗.衼禔禵
穯,seht,4/-..穑铯.穯
茿,zzhuf,2-|...茿
莂,bbief,2-|...莂
薃,haohf,4-|...薃
襛,nnongp,2\~.农..襛
谻,jjiw,2/\...谻鍓
賚,laihf,4-|.赖..賴賚鵣
魳,shiq,1/~.狮..鰤魳
鵄,chia,1-~...鵄
穄,jiht,4/-.季.稷.穊穄
穵,yaho,4\\...穵窫
篛,naht,4/-.钠..篛
簑,suit,1/-...簑
絭,juahni,4\/.眷..絭
緅,zoux,1~~..驺.緅
緍,miinx,3~~...緡緍
罇,zunt,1/-...罇
耑,zhuanm,1|~..颛.顓耑
艒,mohe,4//...艒
豠,cchud,2-/.厨..豠
蹎,dianm,1|~..巅.蹎
辢,lahf,4-|...辢
醻,shouhf,4-|.授..醻
鐍,yuhw,4/\.欲愈.鹆.鋊鈺鐍錥
鑮,bbow,2/\...鑮鈸
闍,dum,1|~..嘟.闍
頳,chengf,1-|.撑.柽.赪頳
驈,yuhf,4-|.域芋.蓣.穀鬱驈蕷
髲,bihf,4-|.蔽蓖.薜萆荜.苾鶝髲駜驆
鱮,yyuq,2/~.鱼.馀腴狳.魚魣鱮
麰,mmouf,2-|...麰
鼄,zhut,1/-.朱.铢邾.鼄秼
鼅,zhit,1/-.知..鼅
鼖,ffenf,2-|.坟焚.棼.鼖
眣,ddiem,2|~.蝶.喋蹀.蜨眣
睎,xim,1|~.吸晰嘻.螅曦蟋蜥唏.睎
瞣,huahnm,4|~.患唤..瞣
矀,mmeim,2|~..嵋.矀
硊,weeid,3-/...磈硊
碅,jund,1-/...碅
磪,cuid,1-/...磪
礒,yiid,3-/...礒
禞,gaohp,4\~..诰.祮禞祰
秠,pit,1/-...秠
穙,pput,2/-..镤.穙
穱,jjuet,2/-..镢.穱
窯,yyaoo,2\\.窑..窯
竢,sihy,4\-...竢
笍,zhuiht,4/-...笍
筩,yoongt,3/-...筩
篳,biht,4/-..铋篦筚箅.篳
簠,fuut,3/-...簠
粃,biii,3\/...粃
粖,mohi,4\/...粖
糓,guuf,3-|.古鼓贾.嘏瞽.盬糓
糺,jiux,1~~.纠..糺
紭,hhongx,2~~.红..紅纮紭紘
紾,tiaanx,3~~...紾
絶,jjuex,2~~.绝..絕絶
綅,qinx,1~~...骎綅
繂,lyuhx,4~~.绿..綠繂
繋,jihf,4-|.技蓟.髻芰荠.繫蟿繋驥
繣,huahx,4~~...繣
罙,mmip,2\~.谜.祢.罙禰
罥,juahnm,4|~...睊睠罥
罼,bihm,4|~..跸哔畀睥髀.閉閟蜌罼赑
羗,yooui,3\/...羑羗
羜,zhuhi,4\/..炷.羜
翭,hhouc,2~\...翭
耮,laohg,4--..耢.耮
聸,danf,1-|.担耽.聃.酖聸
肸,bihq,4/~..狴.肸鮅
胹,vverq,2/~.儿.鲕.胹
脣,cchund,2-/.唇..脣
腬,rrouq,2/~...腬
膄,shouhq,4/~..狩.膄
