的,daiehh,5/|.的..
覂,beiaan,3-|.板.坂.覂
訃,fueuuh,4\-...訃
訋,dueiaaoh,4\-...調訋
詫,dueuuh,4\-.度..詫
詬,gueoouh,4\-...詬訽
詮,queuahn,2\-.痊..詮譔
詻,ueeeh,4\-...詻讍
誠,chueehng,2\-...誠
謬,mueiuuh,4\-...謬
譃,xueu,1\-...諝譃
譄,zueeng,1\-...譄
譯,yueiih,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
譽,yaiuuh,4/|...鴥轝礜譽軉
賰,chiouun,3|~...賰
趮,zeiaaoh,4-|...趮
蹱,zhioong,1|~.中忠盅..蹱
軙,qeiih,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
軠,keiuahng,2-|...軠
輩,bieeeih,4|-.背辈.邶.輩
辭,cauih,2/\...鈶辭
遜,xoiuuhn,4~|.逊..遜
鄧,doueehng,4~\.邓凳..鄧
鄫,zuaeng,1\/...鄫
鄿,jeii,1-|.机基圾.芨赍墼.鄿虀鞿覊賷
酀,yeiaan,3-|.掩.郾.菴酀鶠
釡,fauuu,3/\.斧釜..釡
釢,nauaai,3/\...釢
鉃,shauiih,4/\.释.弑.釋鉃鈰飾
鍍,dauuuh,4/\...鍍
鍎,tauuh,2/\.途..鍎
鎖,sauuoo,3/\...鎖鏁
闃,qiouuh,4|~...闃閴
鞗,taiiaoh,2/|...鞗鯈
韱,xauian,1/\...韱
頹,taeuih,2/-.颓..頹頺
願,yeauaahn,4-/.愿..願
顳,neiieeh,4-|.聂孽.颞蘖.菍糵顳苶聶
餁,raueehn,4/\...餁飪
餃,jauiaao,3/\...餃釥
餵,waueeih,4/\...鏏餵錗
馮,fueehng,2\-...馮
馳,cheiih,2-|.持.墀坻茌.馳
駛,sheiii,3-|...駛
騎,qeiih,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
騺,zheiiih,4-|.志掷挚.栉桎鸷贽.芖騺覟贄驇
鯚,jaoiih,4/~.祭.鲫鲚.鯚鯽鰿
鰟,paoahng,2/~..逄.鳑鰟蠭
鱉,buaie,1\/.憋鳖..鼈鱉
鳛,xaoih,2/~...鳛
鴟,chaoi,1/~..鸱.鴟
鴮,weau,1-/...鴮
鴲,zhaoi,1/~.脂肢.胝.鴲胑
鴷,leaiehh,5-/...鴷
鷷,zuaun,1\/.尊遵..鷷
鸀,zhiouh,2|~..躅.蠋蠾鸀
麎,chueehn,2\-...麎
麡,queih,2\-.齐旗.麒.齊麡竒
麧,heieh,2-|.核荷菏.盍翮.鞨麧覈
鼇,eeaoh,2--.熬敖.鳌遨螯獒聱.鰲鼇
鼞,teiang,1-|...鼞鞺
鼤,waiehn,2/|...鼤
齺,zieou,1|-...齺
齽,jieiihn,4|-...齽
龑,yueahhn,5\-...龑
砮,noauh,2~/.奴.驽孥.砮
綟,looiih,4~~...綟
緜,maiiahn,2/|...緜
繑,jooue,1~~...繑
纑,loouh,2~~...纑
罈,taeahn,2/-..锬镡.罈
蠙,bioin,1|~...蠙
輴,cheiun,1-|.椿..輴
酨,zeiaaih,4-|.再载..酨
鏂,auou,1/\...鏂
駹,meiahng,2-|.茫芒..駹
鎪,sauou,1/\...鎪
瞕,zhioaahng,4|~.帐账.嶂幛.瞕
窪,wuua,1\\.洼..窪窊
肻,kieeen,3|-.肯.龈.肻
蠔,hioaoh,2|~.嚎.嗥蚝.蠔
鐰,qauiao,1/\...鍬鐰
綵,cooaai,3~~...綵
鮰,haouih,2/~...鮰
鳾,sheiihh,5-|...鳾
虰,dioing,1|~.盯叮.町.虰
驎,leiihn,2-|.林..臨驎
荬,meiaai,3-|..荬.蕒
鑛,kauuaahng,4/\...鑛
犏,paeian,1/-.篇.犏.
鞧,qeiiu,1-|..楸.趥鞧鞦
鮋,yaoouh,2/~.犹.鱿.鲉鮋
鰷,taoiaoh,2/~.条.鲦.鰷
鶲,waueng,1/\.翁..鹟鶲
盕,fuuaahn,4\\.泛..盕
盩,zheiou,1-|...盩輈輖
盻,pioaan,3|~...闆盻
眖,kiouaahng,4|~.旷眶.贶.眖
砛,jeain,1-/...砛
硈,qeaiaah,4-/...硈
禢,tuoaah,4\~...禢
禥,quoih,2\~.祈祁.祺.祇禥
窼,kuue,1\\..窠.窼
竏,queian,1\-...竏
筈,kaeuooh,4/-...筈秳
筽,aeohh,5/-...筽
篴,daeih,2/-.敌笛..篴
籆,yaeueeh,4/-..钺.籆
籇,haeaoh,2/-...籇
紏,toooou,3~~...紏
肣,haoahn,2/~...肣
胑,zhaoi,1/~.脂肢.胝.鴲胑
臮,jaiiih,4/|.伎.偈.臮
苲,zheiaa,3-|...苲
蒃,zheiuaahn,4-|.撰..蒃
虗,xieu,1|-.虚..虛虗
蜌,bioiih,4|~..跸哔畀睥髀.閉閟蜌罼赑
跘,bioaahn,4|~...跘
鞦,qeiiu,1-|..楸.趥鞧鞦
驄,ceiong,1-|.聪葱.枞苁.茐聦聰蔥驄聡
鷭,fauahn,2/\...鐇鷭
鸼,daaiaao,3//...鸼
鹐,qaoian,1/~...鹐
矄,xioun,1|~.勋.曛.矄
魖,xaiu,1/|...魆魖
鴐,goae,1~/...鴐
薀,weien,1-|...蕰藴薀
謏,xueiaao,3\-...謏
脎,saoaah,4/~..脎.
締,dooiih,4~~.缔..締
聧,keiui,1-|...聧
脜,yaooou,3/~...脜
艤,yaaii,3//..舣.艤
荖,leiaao,3-|.老.栳.荖
蕌,leieei,3-|.蕾..蕌
蠷,qiouh,2|~..蠼氍.跼蠷
褏,yueoouh,4\-...誘褏褎
觽,waoeih,2/~...鮠觿觽
踫,pioahn,2|~..蹒蟠.蹣踫
蹽,lioiao,1|~...蹽
軉,yaiuuh,4/|...鴥轝礜譽軉
軛,eieeh,4-|.恶扼.噩萼垩苊.蕚軛蘁
墚,leiiahng,2-|..椋墚.
搌,zheiaan,3-|..搌.醆
擗,peiii,3-|..圮擗.
哳,zhioa,1|~..哳.蹅
鋻,jeiian,1-|..鞯菅蒹搛.鞬葌監鋻蕳葏虃
楗,jeiiaahn,4-|.荐槛.楗.薦鍳趝
韂,cheiaahn,4-|...韂
飆,beaiao,1-/..飙.飆
饏,doeaahn,4~-.弹..饏
耥,teeang,1--..耥.
髼,peiehng,2-|.彭蓬棚.堋.芃髼鬅
篼,daeou,1/-..篼.
鬑,leiiahn,2-|.联莲..連蓮聯鬑聫
醑,xeiuu,3-|..栩醑.
鴧,yuuuuh,4\\.誉寓浴..鴪鴧
眜,mioooh,4|~.默墨..瞐眜
瞷,jioiaahn,4|~.见践贱.踺.見踐瞷
磦,peaiao,1-/...磦
礨,lioeei,3|~...礨鸓蠝
祃,muoaah,4\~...祃禡
祲,juoiihn,4\~...祲
祻,guouuh,4\~.雇..顧祻
窊,wuua,1\\.洼..窪窊
簥,jaeiao,1/-...簥
籲,yaeuuh,4/-..毓钰.籲籞
縢,taoehng,2/~.腾.滕.縢騰謄
繌,shooaa,3~~...繌
繒,zooeng,1~~..缯.繒
聜,deiii,3-|.抵.柢.菧聜軧
胔,zieiih,4|-...眥胔
胾,zeiiih,4-|...胾
脨,jaoih,2/~.及急..脨
膼,zhaoua,1/~...膼
艕,baaaahng,4//...艕
苼,sheieng,1-|.声..聲苼
莻,neieuhhs,5-|...莻
蓨,teiiaoh,2-|..苕髫.蓚蓨
蓵,jeiieh,2-|.节杰截捷劫桔.颉拮.蓵
蓾,leiuu,3-|.掳.橹.蓾
藦,meiooh,4-|.莫.蓦茉.驀藦
虀,jeii,1-|.机基圾.芨赍墼.鄿虀鞿覊賷
蚈,qioian,1|~..岍.蚈
蛡,yioiih,4|~.易邑屹.呓蜴峄.睪蛡鶍螠
蛻,tiouiih,4|~.蜕..蛻
蝝,yiouan,1|~...蝝蜎
蝹,ioaao,3|~...蝹
蟿,jeiiih,4-|.技蓟.髻芰荠.繫蟿繋驥
衼,zhuoi,1\~.之.祗.衼禔禵
褦,nuoaaih,4\~...褦
襶,duoaaih,4\~...襶
覐,jioiaaoh,4|~.叫.峤噍.覐
詯,hueuiih,4\-...譓詯諱
誴,cueohng,2\-...誴
諓,jueiaahn,4\-...諓
謧,lueih,2\-.离..離謧
謪,shueang,1\-.商..謪
譁,wueah,2\-...譁
貤,yioih,2|~.遗.咦贻眙嶷.遺貤貽
赪,cheieng,1-|.撑.柽.赪頳
踖,jioih,2|~..岌嵴戢.蹐踖蝍
軆,taii,1/|...軆
輈,zheiou,1-|...盩輈輖
鄛,chooaoh,2~~.巢..鄛
鄡,qaiiao,1/|..劁.鄡
醖,yeiuuhn,4-|.蕴酝..醖醞
屺,qioii,3|~.岂.屺.豈
鍑,fauuuh,4/\.父..鍑
鏉,shauoouh,4/\.受..鏉
雊,gaooouh,4/~.够..雊
顓,zhiouan,1|~..颛.顓耑
飐,zhaoaan,3/~...飐
稆,lyaeuu,3/-.铝.稆.
駳,deiaahn,4-|..萏.駳髧
騽,xeiih,2-|.檄.觋.騽蓆薂
骍,xooing,1~~...骍
筻,gaeaahng,4/-..筻.
魱,haouh,2/~.狐.斛猢.魱
舣,yaaii,3//..舣.艤
鮾,naoeei,3/~.馁..鮾鯘
鯋,shaoa,1/~...鯋
鯏,laoih,2/~.狸.鲡.鯏鱺
鶃,yaiiih,4/|.亿.佚仡佾劓.鶃
鶫,deiong,1-|...鶇鶫菄
齛,xieieeh,4|-...韰齛
矙,kioaahn,4|~..瞰.矙
絾,chooehng,2~~...絾
袗,zhuoeen,3\~.诊..袗
襬,buoaai,3\~...襬
漤,luuaan,3\\.懒.漤.
闕,qioueeh,4|~...闕
鬐,qeiih,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
鲾,baoi,1/~..匕.鲾
鴾,mououh,2~\.牟.鍪.鴾鞪
稭,jaeie,1/-.秸..節稭
籄,kaeuiih,4/-..篑.籄
聺,qeiieh,2-|.茄..聺
褹,yuoiih,4\~.议译谊诣..袣褹
訟,sueoohng,4\-...訟
鏕,auaoh,2/\...鏕
齆,waieehng,4/|...齆
盫,auan,1/\...盦盫韽
矎,xiouan,1|~.喧.暄.矎睻
礋,zeaeh,2-/...礋
窌,puuaaoh,4\\.泡..窌
簼,gaeou,1/-.钩.篝.簼
糴,dauih,2/\..籴.糴
纴,rooeehn,4~~.纫..纴絍紝
罵,mioaah,4|~.骂.唛.罵駡
翚,houui,1~\...翬翚
耰,yeeou,1--...耰
艧,waaooh,4//...艧
藇,yeiuu,3-|.雨..藇蘌
虖,hieu,1|-...虖
蚖,wioahn,2|~...蚖貦
蜎,yiouan,1|~...蝝蜎
蜨,dioieh,2|~.蝶.喋蹀.蜨眣
蠭,paoahng,2/~..逄.鳑鰟蠭
詟,zheaeh,2-/..磔.詟
詵,shueen,1\-...詵
譔,queuahn,2\-.痊..詮譔
豭,jeaia,1-/...豭
趙,zheiaaoh,4-|.赵.棹.趙
趬,qeiiao,1-|.橇..趬
阢,woiuuh,4~|..阢.
圊,qioing,1|~..蜻圊.
醃,yeian,1-|.焉.菸鄢.醃
録,lauuuh,4/\...錄録
鍮,tauou,1/\...鍮
鍸,hauuh,2/\...餬鍸
闚,kioui,1|~.岿..闚
阤,yoiii,3~|...阤
霫,xeuih,2-\...霫
鞎,heiehn,2-|...鞎
韗,yoiuuhn,4~|...韗
鬖,seian,1-|...鬖
鳠,haouuh,4/~..鹱.鱯鳠
鴼,laiuuh,4/|...鴼
鷇,keioouh,4-|.扣.蔻.蔲鷇
黇,teiian,1-|...黇
黡,yeaaan,3-/..魇厣.黡黶
齣,chieu,1|-...齣
盞,zheoaan,3-~.斩..盞
眅,pioan,1|~...眅
磈,weaeei,3-/...磈硊
磳,zeaeng,1-/...磳
穫,haeuuh,4/-..笏.穫
窅,yuuaao,3\\..窈.窅
窾,kuuuaan,3\\...窾
筭,saeuaahn,4/-.算..笇筭
箣,caeeeh,4/-.策..箣
簃,yaeih,2/-.移.迤.簃箷
簺,saeaaih,4/-...簺
粴,luaii,3\/...粴
糦,xuai,1\/.熄烯.羲粞.糦
絟,qoouahn,2~~...絟
緺,gooua,1~~...緺
縩,cooaaih,4~~...縩
罍,lioeih,2|~...罍
翣,shouaah,4~\...翜翣
聟,xaeuuh,4/-...聟稸
肊,yaoii,3/~...肊
肙,yiouaahn,4|~...肙
肞,chaoa,1/~...肞
臞,qaouh,2/~..劬朐鸲.臒胊臞
苶,neiieeh,4-|.聂孽.颞蘖.菍糵顳苶聶
菭,teiaih,2-|.抬.薹.臺菭
葖,teiu,1-|...葖
蕳,jeiian,1-|..鞯菅蒹搛.鞬葌監鋻蕳葏虃
蚒,tioohng,2|~.同瞳..蚒眮
蜪,tioaoh,2|~..啕.蜪
蝕,shauih,2/\.食..鉐蝕鉽
蠜,feiahn,2-|.樊.蘩.蠜薠
袕,xuoueh,2\~...袕
裋,shuouuh,4\~...裋
裩,kuoun,1\~...裈裩褌
褌,kuoun,1\~...裈裩褌
褎,yueoouh,4\-...誘褏褎
襫,shuoiih,4\~.视试.谥.視襫
覈,heieh,2-|.核荷菏.盍翮.鞨麧覈
觭,jaoi,1/~.几肌饥..觭
訆,jueiaaoh,4\-...訆
訏,xueuu,3\-...許訏
訽,gueoouh,4\-...詬訽
詨,xueiaaoh,4\-.效..詨
譻,yioing,1|~.婴.鹦嘤罂.譻
诇,xuoioohng,4\~...诇
貑,jauia,1/\...貑
跱,zhioiih,4|~.置帜峙.蛭帙踬.跱
坶,meiuu,3-|.拇.坶.
躘,lioohng,2|~.咙..眬躘
輖,zheiou,1-|...盩輈輖
轇,jeiiao,1-|.教蕉椒.艽茭.萩轇驕
轋,heiuhn,2-|...轋
轕,geieh,2-|.格革葛.鬲塥.騔轕
迒,hueahng,2\-..颃.迒
郘,lyiouu,3|~.吕..郘
醄,teiaoh,2-|.桃萄..醄駣騊
醼,yeiaahn,4-|.燕堰.酽.驗醼
鋋,chauahn,2/\...鋋鑱
鏁,sauuoo,3/\...鎖鏁
鏭,xaui,1/\.希悉.兮奚翕欷.錫豀鏭鑴翖
鐄,hauuahng,2/\...鐄
鑣,bauiao,1/\...鑣鏢
鑷,nauieeh,4/\...鑷鋷
辁,qeouahn,2-~..辁.
阸,oieeh,4~|...阨阸
牿,gaeuuh,4/-..锢牿.
鞝,zheiaang,3-|...鞝
頞,uueeh,4\\..愕.頞
瞵,lioihn,2|~..嶙啉瞵.
饤,daoiihng,4/~..腚.饤
駃,keiuaaih,4-|.块..駃
駉,jeiiong,1-|...駉
騠,teiih,2-|.提.醍荑.趧騠蕛
驡,lueohng,2\-..癃.龍驡礱蠪聾
髪,feia,1-|...髪
鬚,xeiu,1-|.墟..鬚蕦
鬿,qaiih,2/|...鬿
鮌,gaouun,3/~..鲧.鮌鯀
鯁,gaoeeng,3/~..鲠.鯁
鱻,xaoian,1/~.鲜..鮮鱻
鶚,ioeeh,4|~.遏鄂.颚鹗.顎鶚
鷫,soeuuh,4~-.肃..肅鷫粛
鹖,hioeh,2|~..曷.鶡鹖
磩,qeaiih,4-/.砌.碛.碶磜磩
磭,cheauooh,4-/...磭
稌,taeuh,2/-...稌
穃,raeoohng,4/-...穃
綂,toooong,3~~.统..統綂
膥,ceeen,1--...膥
膱,zhaoih,2/~...膱
臿,chaea,1/-..锸.臿
艎,haauahng,2//..徨.艎
苃,yeioou,3-|.酉.莠.苃
茍,jieiih,4|-.冀..茍
蒟,jeiuu,3-|..榉莒.蒟
藣,beiei,1-|.杯..藣
虈,xeiiao,1-|.萧.枵.虈
蜐,jioieh,2|~.睫..蛣蜐
訅,queiuh,2\-...訅
詭,gueuii,3\-..庋.詭
讈,lueiih,4\-.立痢.疠疬.麜讈
貿,maoaaoh,4/~.贸..貿鄮
趷,kioe,1|~.颗.瞌蝌嗑髁.顆趷
蹌,qioiang,1|~.呛.跄蜣.蹌蹡
蹹,tioah,2|~...蹹
鈰,shauiih,4/\.释.弑.釋鉃鈰飾
銑,xauii,3/\...銑
鋫,laeih,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
鍔,aueeh,4/\...鍔餓
鐨,faueeih,4/\...鐨
餉,xauiaang,3/\...餉饟
騛,feiei,1-|...騛
鯛,daoiao,1/~.雕.鲷.鵰鯛颩
鰤,shaoi,1/~.狮..鰤魳
鳳,faoeehng,4/~.凤..鳳
鵂,xaiiu,1/|.修休.鸺.鵂
鶢,yauuahn,2/\..爰.鈨鶢
鶳,shaii,1/|...鶳
黋,kiuuaahng,4|\...黋
齢,lieihng,2|-.龄..齡齢
磚,zheauan,1-/.砖..磚
緲,mooiaao,3~~..缈.緲
繳,jooiaao,3~~.缴绞..繳絞
聝,geiuoh,2-|..掴.聝
膴,waouu,3/~...膴
芵,jeiueh,2-|.掘抉攫.蕨橛桷.蕝芵
藫,teiahn,2-|.坛檀.覃.醰藫蕁
覓,mauiih,4/\.觅..覓
誕,dueaahn,4\-...誕
誡,jueieeh,4\-.疥..誡
貎,nauih,2/\...貎
賄,hiouiih,4|~.贿晦.喙蟪.翙賄
跰,bioeehng,4|~.蹦..跰
踥,qioieeh,4|~...踥
迆,toiuoh,2~|.陀..陁迆
逕,jeoiihng,4-~...逕
逤,suuuooh,4\\...逤
鏢,bauiao,1/\...鑣鏢
鏤,lauoouh,4/\...鏤
鑄,zhauuuh,4/\...鑄
鑽,zauuaahn,4/\...鑽
頷,hauaahn,4/\..颔.頷鋎銲
鴉,yeoa,1-~.鸦..鴉
鴰,gaeua,1/-.刮.鸹.鴰
麅,pueaoh,2\-..庖.麅
礱,lueohng,2\-..癃.龍驡礱蠪聾
祿,luouuh,4\~.禄..祿
缷,xaeieeh,4/-.卸..缷
虙,fieuh,2|-...虙
齗,yieaan,3|-...龂齗
裓,guoeh,2\~...裓
铹,laeaoh,2/-..铹.
睙,lioieeh,4|~..躐.蛚睙
矟,shouuooh,4~\...矟
硣,xeaiao,1-/.硝..硣
磹,deaiaahn,4-/...磹
礀,jeaiaahn,4-/...礀
禮,luoii,3\~.礼..裡禮
秶,zuei,1\-.资姿咨.粢.資秶諮
窇,buuaoh,2\\...窇
竷,kueaan,3\-...竷
笣,baeao,1/-...笣
篃,maeeeih,4/-...篃
簬,laeuuh,4/-..簏.箓簬稑籙
簯,qaeii,3/-.乞..簯
粓,guaan,1\/...粓
粶,luauuh,4\/...粶
紋,wooehn,2~~.纹..紋
紓,shoou,1~~.书.纾.紓綀
絞,jooiaao,3~~.缴绞..繳絞
緹,tooih,2~~..缇绨.綈緹
縷,lyoouu,3~~.缕..絽縷
縼,xoouaahn,4~~.绚..絃縼
繆,mooiaaoh,4~~..缪.繆
繕,shooaahn,4~~.缮.骟.繕
繚,looiaoh,2~~..缭.繚
繞,rooaaoh,4~~.绕..繞
绤,xooiih,4~~.细..細绤
罆,gaeuaahn,4/-.罐..罆
羈,jioi,1|~.畸.叽羁唧跻咭.踦羇羈
翆,couuiih,4~\.翠..翆
翑,youuuh,4~\.预豫.鹬.預遹矞翑
聵,keiuiih,4-|..匮聩蒉.聭聵
脵,gaouu,3/~.股.臌.馉脵
臄,jaou,1/~.狙..鮈臄
茽,zheioohng,4-|...茽
莊,zheiuang,1-|.桩..莊荘
莢,jeiiah,2-|.荚..莢
莵,teiuuh,4-|..堍.莵
菕,leiuhn,2-|...輪菕
蓛,ceieeh,4-|...萗蓛
蓷,teiui,1-|.推..藬蓷
蓸,ceiaoh,2-|.曹槽..蓸
蔘,sheien,1-|..莘.蓡蔘葠
蔞,leiouh,2-|.楼.蒌.蔞鞻
蕘,yeiaoh,2-|.摇..蕘
蕼,seiiih,4-|.寺肆..蕼
薔,qeiiahng,2-|.墙蔷.樯.薔
藖,qeiian,1-|.扦.芊.遷藖韆
藢,zheiii,3-|.指址.酯芷枳.茝藢
藶,leiiih,4-|.丽莉吏栗荔.栎莅郦枥苈坜.麗隸蒞苙藶赲
蛢,pioihng,2|~...蛢
蟯,nioaoh,2|~..呶蛲.蟯
蠄,qioihn,2|~..噙嗪螓.蠄
蠈,zioeih,2|~.贼..蠈賊
蠎,mioaang,3|~..蟒.蠎
蠣,lioiih,4|~..蛎詈跞唳呖.蠣
襪,wuoaah,4\~.袜..襪
覙,zhaoeen,3/~...覙
訑,yueih,2\-..痍.讉訑詒
訣,jueueh,2\-.决..訣
詰,jueieh,2\-.竭..詰
詸,mueih,2\-.靡糜.麋縻.詸
誰,shueuih,2\-...誰
諏,zhueou,1\-...諏譸
諛,yueuh,2\-...諛
諮,zuei,1\-.资姿咨.粢.資秶諮
諱,hueuiih,4\-...譓詯諱
謥,cueoohng,4\-...謥
謨,mueoh,2\-.摩魔磨..謨
譫,zhuean,1\-..旃.鹯邅譫鸇詀
貋,auaahn,4/\...貋
貛,hauuan,1/\...貛
貫,goouaahn,4~~.贯..貫
賓,buuin,1\\.宾滨濒..賓
賞,shiuaang,3|\.赏..賞
贁,bioaaih,4|~.败..贁
贂,chioeen,3|~...贂踸
贉,dioaahn,4|~.旦.啖.贉
趤,deiaahng,4-|.荡档.菪.趤
趯,yeiueeh,4-|.越.樾.趯軏
趶,wiou,1|~.呜..趶螐
跔,jiou,1|~..雎.踘跔罝
踴,yiooong,3|~.咏踊蛹..踴
蹆,tiouii,3|~...蹆
塥,geieh,2-|.格革葛.鬲塥.騔轕
輝,hiuui,1|\.辉..輝
輰,yeiahng,2-|.杨扬..輰
輿,yaiuh,2/|.舆.臾舁.輿
轂,geiu,1-|.辜菇.鸪毂菰酤.蓇鴣苽轂
邁,meiaaih,4-|.卖..麥賣邁
邼,keeuang,1--.匡..邼
釟,baua,1/\.八..釟
釠,lauuaahn,4/\...釠
釣,dauiaaoh,4/\...釣
鈉,nauaah,4/\...鈉
鈴,lauihng,2/\..翎瓴.鸰鈴鴒
鈺,yauuuh,4/\.欲愈.鹆.鋊鈺鐍錥
鉂,shauii,3/\...鉂
銊,hauuiih,4/\.会..銊鐬鏸
銘,mauihng,2/\...銘
鋤,chauuh,2/\...鉏鋤
鋭,dauuiih,4/\...鐓錞鋭
錃,puui,1\\...錃
錈,jauuaan,3/\...錈
漭,muuaang,3\\..漭.
錨,mauaoh,2/\...錨
鍤,chaua,1/\...鍤
鏆,gauuaahn,4/\...鏆鑵
鐖,jaui,1/\...谿雞飢鐖
鐧,jauian,1/\...鐧銒
鐳,laueih,2/\...鐳鑘
鑱,chauahn,2/\...鋋鑱
鑾,lueuahn,2\-.挛峦孪.鸾銮栾脔娈.鑾
镃,zaei,1/-..锱.镃
閬,lioahng,2|~..螂.閬
閾,yiouuh,4|~.遇吁喻峪.昱蜮.閾
閿,wioehn,2|~.蚊..聞闅閺閿
陜,xoiiah,2~|...陜
陝,shoiaan,3~|.陕..陝
霠,yeuin,1-\...霠
鞏,geioong,3-|.巩拱汞..鞏
鞖,seiui,1-|..荽.鞖
韨,feeuh,2--...韨
韼,pueehng,2\-...韼
韽,auan,1/\...盦盫韽
頒,bauan,1/\.颁..頒
頤,yeiih,2-|.颐.圯.頤
顛,deiian,1-|.颠掂..顛
飳,tauoou,3/\...飳
飸,tioao,1|~..饕.飸
餆,yauaoh,2/\.遥.肴爻繇.飖餆餚颻
館,gauuaan,3/\...館錧
饅,mauahn,2/\...饅
駐,zheiuuh,4-|.著柱.杼苎翥.苧駐
駡,mioaah,4|~.骂.唛.罵駡
駷,seioong,3-|...駷
騁,cheieeng,3-|...騁
騫,quuian,1\\..骞悭褰搴.騫
騷,seiao,1-|.搔..騷
騼,leiuuh,4-|.麓..蕗菉騼騄醁
髕,bioiihn,4|~..髌.髕
魜,raoehn,2/~...魜
鰫,yaoohng,2/~...鰫
鱗,laoihn,2/~.鳞..鱗魿
鱽,daoao,1/~...鱽魛
鲬,yaooong,3/~...鯒鲬
鴻,huuohng,2\\.洪宏鸿.泓黉.鴻
鶆,leiaih,2-|.莱..萊鶆
鶊,gueeng,1\-.庚.赓.鶊鹒賡
鷳,xioiahn,2|~...鷳蚿鷼閑鷴
鷿,poeiih,4~-.屁譬.甓.鷿
鸁,lueuoh,2\-...驘鸁
麞,zhueang,1\-.章彰.鄣.麞
鼏,muoiih,4\~.幂.谧.鼏
鼜,qeiiih,4-|..槭葺.鼜
鼫,shaiih,2/|...鼫
齦,yieihn,2|-...齦
盬,geiuu,3-|.古鼓贾.嘏瞽.盬糓
祅,yuoao,1\~...祅
禡,muoaah,4\~...祃禡
禭,suouiih,4\~..谇.禭
糱,noiieeh,4~|..陧.糱蠥
縂,zoooong,3~~...總縂
蠥,noiieeh,4~|..陧.糱蠥
軷,beiah,2-|.拔.菝茇.軷
鄮,maoaaoh,4/~.贸..貿鄮
釱,dauiih,4/\...釱
銦,yauin,1/\...銦
錣,zhauuiih,4/\...錣餟
鑢,lyauuuh,4/\...鑢
钑,xaeiih,4/-...钑
饟,xauiaang,3/\...餉饟
鯅,shaoan,1/~.删.膻.鯅
鼊,boeiih,4~-.避壁臂辟.璧弼嬖襞.鸊躄鼊繴
簫,xaeiao,1/-.销.箫.箾簫簘
粛,soeuuh,4~-.肃..肅鷫粛
粻,zhuaang,1\/...粻
饈,xauiu,1/\..貅.饈銝
盌,waoaan,3/~..脘.盌
瞂,faaah,2//...瞂
鋅,xauin,1/\..鑫.鋅
靮,deiih,2-|..荻觌.靮鬄
盨,xaauu,3//...盨
県,xioiaahn,4|~.县.岘.県睍縣
箥,baeoo,3/-..簸.箥
簕,laeeeh,4/-...簕
臖,xaiiihng,4/|...興臖
鎔,rauohng,2/\...鎔
鏐,lauiaoh,2/\...豂鏐
顔,yueah,2\-...顔
盿,mioihn,2|~..岷.盿賯
萵,weio,1-|.挝.莴.萵
蔊,heiaan,3-|...蔊
覥,tioiaan,3|~...觍覥
貲,ziei,1|-..龇赀訾觜.貲齜
驢,lyeiuh,2-|..榈.藘驢馿
鶸,roeuooh,4~-.弱..鶸
磑,weaeeih,4-/...硙磑
窎,duuiaaoh,4\\...窎
詒,yueih,2\-..痍.讉訑詒
鉔,zaua,1/\...鉔
鏱,zhauang,1/\...餦鏱
隺,huoeeh,4\~.鹤褐..隺鶴
饜,yeaaahn,4-/.厌雁砚.赝餍.顑饜贋
荘,zheiuang,1-|.桩..莊荘
蒻,reiuooh,4-|.若..蒻
蔴,meiah,2-|...蔴
裛,yueiih,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
鈙,qauihn,2/\.禽..鈙鈂
鎋,xauiah,2/\...郃鎋
鑀,auaaih,4/\.爱..鑀
髴,feieeih,4-|..芾.蕡髴
鴓,buoiih,4\~.必.裨.祕禆邲诐袐鴓
鸴,xuuueh,2\\.学穴.泶.鸴
黿,yeeuahn,2--.元.鼋.黿
秹,raeeen,3/-..稔.秹
茢,leiieeh,4-|..趔鬣捩.鬛茢
蘁,eieeh,4-|.恶扼.噩萼垩苊.蕚軛蘁
蚑,qioih,2|~.崎畦.岐蛴蜞.跂蚑螧
鏻,lauihn,2/\.邻..鏻
霤,leuiuuh,4-\...霤
霩,keuuooh,4-\...霩
頺,taeuih,2/-.颓..頹頺
餚,yauaoh,2/\.遥.肴爻繇.飖餆餚颻
鯂,saou,1/~..稣.鯂
籔,shaeuu,3/-.黍..籔
蕁,teiahn,2-|.坛檀.覃.醰藫蕁
蘘,xeiiang,1-|.相.芗葙.蘘
雑,zaoah,2/~.杂..雑
鬶,geeui,1--.规瑰..規鬶
鯵,shaoen,1/~...鲹鯵鯓
鰧,taoehhng,5/~...鰧
鱂,jaoiang,1/~...鳉鱂
鳂,waoei,1/~.危..鳂
鵟,kaouahng,2/~.狂..鵟
盠,looih,2~~..蠡骊缡.盠
盳,wioaahng,4|~.旺..盳
盽,fioeng,1|~.峰蜂..鄷盽豊
眃,yiouhn,2|~.郧.昀.眃
眏,yioang,1|~.央鸯..鴦眏
睧,hioun,1|~...睧閽
硄,geauang,1-/...硄
碔,weauu,3-/...碔
