的,daihe,5/|.的..
瞂,fara,2//...瞂
鋅,xauwin,1/\..鑫.鋅
靮,deiri,2-|..荻觌.靮鬄
盨,xavu,3//...盨
県,xioyian,4|~.县.岘.県睍縣
箥,baevo,3/-..簸.箥
簕,laeye,4/-...簕
臖,xaiying,4/|...興臖
鎔,raurong,2/\...鎔
鏐,lauriao,2/\...豂鏐
顔,yuera,2\-...顔
盿,miorin,2|~..岷.盿賯
萵,weiwo,1-|.挝.莴.萵
蔊,heivan,3-|...蔊
覥,tiovian,3|~...觍覥
貲,ziewi,1|-..龇赀訾觜.貲齜
驢,lyeiru,2-|..榈.藘驢馿
鶸,roeyuo,4~-.弱..鶸
磑,weayei,4-/...硙磑
窎,duyiao,4\\...窎
詒,yueri,2\-..痍.讉訑詒
鉔,zauwa,1/\...鉔
鏱,zhauwang,1/\...餦鏱
隺,huoye,4\~.鹤褐..隺鶴
饜,yeayan,4-/.厌雁砚.赝餍.顑饜贋
荘,zheiwuang,1-|.桩..莊荘
蒻,reiyuo,4-|.若..蒻
蔴,meira,2-|...蔴
裛,yueyi,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
鈙,qaurin,2/\.禽..鈙鈂
鎋,xauria,2/\...郃鎋
鑀,auyai,4/\.爱..鑀
髴,feiyei,4-|..芾.蕡髴
鴓,buoyi,4\~.必.裨.祕禆邲诐袐鴓
鸴,xurue,2\\.学穴.泶.鸴
黿,yeruan,2--.元.鼋.黿
秹,raeven,3/-..稔.秹
茢,leiyie,4-|..趔鬣捩.鬛茢
蘁,eiye,4-|.恶扼.噩萼垩苊.蕚軛蘁
蚑,qiori,2|~.崎畦.岐蛴蜞.跂蚑螧
鏻,laurin,2/\.邻..鏻
霤,leuyiu,4-\...霤
霩,keuyuo,4-\...霩
頺,taerui,2/-.颓..頹頺
餚,yaurao,2/\.遥.肴爻繇.飖餆餚颻
鯂,saowu,1/~..稣.鯂
籔,shaevu,3/-.黍..籔
蕁,teiran,2-|.坛檀.覃.醰藫蕁
蘘,xeiwiang,1-|.相.芗葙.蘘
雑,zaora,2/~.杂..雑
鬶,gewui,1--.规瑰..規鬶
鯵,shaowen,1/~...鲹鯵鯓
鰧,taoheng,5/~...鰧
鱂,jaowiang,1/~...鳉鱂
鳂,waowei,1/~.危..鳂
鵟,kaoruang,2/~.狂..鵟
盠,lori,2~~..蠡骊缡.盠
盳,wioyang,4|~.旺..盳
盽,fioweng,1|~.峰蜂..鄷盽豊
眃,yiorun,2|~.郧.昀.眃
眏,yiowang,1|~.央鸯..鴦眏
睧,hiowun,1|~...睧閽
硄,geawuang,1-/...硄
碔,weavu,3-/...碔
碦,keaye,4-/...碦
碸,feaweng,1-/..砜.碸
磃,teari,2-/...磃
礘,eaye,4-/.厄..礘
礮,peayao,4-/...砲礮
祘,seyuan,4--...祘
禤,xuowuan,1\~..谖.禤
秌,quawiu,1\/...秌
秙,kaeyu,4/-...秙
秢,laering,2/-.铃..笭秢
稧,qaeyie,4/-..锲箧.稧
稬,naeyuo,4/-..锘.稬
稲,daeyao,4/-.稻..稲
稸,xaeyu,4/-...聟稸
穜,taerong,2/-.铜..秱穜
竒,queri,2\-.齐旗.麒.齊麡竒
筶,gaevao,3/-.稿镐..筶
篬,qaewiang,1/-..锵锖镪.篬
籒,zhaeyou,4/-..籀.籒
籜,taeyuo,4/-..箨.籜
籞,yaeyu,4/-..毓钰.籲籞
籶,shuawen,1\/...籶
糂,suawan,1\/...糂
糉,zuayong,4\/..粽.糉
綡,loriang,2~~...綡
綶,govuo,3~~...綶
緄,govun,3~~..绲.緄
緗,xowiang,1~~.乡.骧缃.鄉纕緗
緼,wowen,1~~...缊縕緼
縁,yoruan,2~~.缘..緣縁
縋,zhoyui,4~~.缀.缒.縋綴
縞,govao,3~~..缟.縞
繤,zeivuan,3-|...繤
繧,yorun,2~~..纭.繧縜
繬,soye,4~~...繬
纃,qori,2~~.骑.骐.纃
纉,zovuan,3~~..缵.纘纉
纒,choran,2~~.缠..繟纒纏
纗,zowui,1~~...纗
罯,iovan,3|~...罯
羀,lioviu,3|~...罶羀
耴,yeiyi,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
肍,qaoriu,2/~..犰.鰽肍觓
腨,shaoyuan,4/~...腨
膗,chaoruai,2/~...膗
膟,laoyu,4/~...膟
舦,tayai,4//...舦
艊,baro,2//.舶..艊
菄,deiwong,1-|...鶇鶫菄
葾,yeiwuan,1-|...葾鼘
蒕,yeiwun,1-|...蒕
蒘,neira,2-|...蒘
蒧,deivian,3-|...蒧
蓃,seiwou,1-|.搜..蒐蓃
蓆,xeiri,2-|.檄.觋.騽蓆薂
蔱,sheiwa,1-|.莎..蔱
蘔,jeiviong,3-|...褧蘔
蟨,jearue,2-/..厥劂.蹷蟨
蠪,luerong,2\-..癃.龍驡礱蠪聾
襖,uovao,3\~.袄..襖
誇,kuewua,1\-...誇
謟,tuewao,1\-...謟
讙,huewuan,1\-...讙
谽,hauwan,1/\...谽
踨,ziowong,1|~.踪..蹤踨
躉,deivun,3-|...躉
躱,daivuo,3/|.躲..躱
輗,yeiyi,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
釔,yauvi,3/\...釔
鋕,zhauyi,4/\...鑕鋕
鎚,dauwui,1/\...鎚
韆,qeiwian,1-|.扦.芊.遷藖韆
鯶,haoyuan,4/~..奂鲩.鯶
鳋,saowao,1/~..臊鳋.鰠
鹒,gueweng,1\-.庚.赓.鶊鹒賡
篭,laerong,2/-.笼..籠篭
縜,yorun,2~~..纭.繧縜
腣,daoyi,4/~...腣
赲,leiyi,4-|.丽莉吏栗荔.栎莅郦枥苈坜.麗隸蒞苙藶赲
馻,yeivun,3-|...馻
磞,peaweng,1-/.砰..磞
睕,wiowan,1|~..蜿.睕関
瞜,lyioru,2|~...閭瞜
碠,deaying,4-/..碇.碠磸
磽,qeaviao,3-/...磽
簘,xaewiao,1/-.销.箫.箾簫簘
腃,qaowuan,1/~...腃
腵,jaowia,1/~...腵
蓳,jeivin,3-|..槿堇.緊菫蓳
覇,beiya,4-|.坝..覇
醱,peiwo,1-|.坡..酦醱
銝,xauwiu,1/\..貅.饈銝
巛,chowuan,1~~..巛.
鐴,bauyei,4/\...鐴鋇
鑵,gauyuan,4/\...鏆鑵
隩,yoiyu,4~|...隩
颺,yaorang,2/~...飏颺
飮,yauvin,3/\...飲飮釿
飰,fauyan,4/\...飯飰
餇,taurong,2/\..仝.餇銅
饐,yauyi,4/\..刈.鎰饐鐿
痃,xueruan,2\-.旋玄.痃.
駞,teiruo,2-|..橐坨酡柁.駝駞
鴜,cieri,2|-.雌..鴜飺
睅,hioyan,4|~.旱..睅
睍,xioyian,4|~.县.岘.県睍縣
碭,deayang,4-/..砀.碭礑
碽,geawong,1-/.龚..碽
磸,deaying,4-/..碇.碠磸
礉,heare,2-/...盇礉
礽,ruoreng,2\~...礽
祾,luoring,2\~...袊祾
禌,zuowi,1\~..谘.禌
筥,jaevu,3/-.矩.榘.筥
簴,jaeyu,4/-..钜犋.秬簴
紣,zoru,2~~...紣
絍,royen,4~~.纫..纴絍紝
縆,goweng,1~~...絙縆
繀,covui,3~~...繀
繃,boweng,1~~.绷..繃絣
羕,yuayang,4\/..恙.羕
羵,fuaren,2\/...羵
耇,geivou,3-|.苟..耈耇
聫,leirian,2-|.联莲..連蓮聯鬑聫
脗,waoven,3/~..刎.脗
臯,gaiwao,1/|.皋.睾.鷱臯
艁,zayao,4//...艁
艂,fareng,2//...艂
茞,cheiren,2-|.臣..蔯茞
葨,weiwei,1-|.萎.薇葳.葨
蒄,geiwuan,1-|.棺.莞.觀蒄
蒭,cheiru,2-|.橱..蒭
薂,xeiri,2-|.檄.觋.騽蓆薂
藯,weiyei,4-|.蔚.軎.苿藯
蜆,xiovian,3|~.显.蚬跣.顯蜆顕
螑,xioyiu,4|~.嗅.岫.螑
蟼,jeiving,3-|.警..蟼
衟,dayao,4//...衟
褑,yuoruan,2\~...褑
褠,guowou,1\~...袧褠
訐,jueyi,4\-.迹剂..計記訐
訔,yiorin,2|~.吟..蟫訔誾
詖,bueyi,4\-.庇痹.庳.詖
詗,xueyiong,4\-...詗
詪,hueven,3\-...詪
諈,zhueyui,4\-...諈
諑,zhueruo,2\-...鷟諑
讌,yueyan,4\-.彦..讞讌諺
豗,heawui,1-/.灰.虺.豗
豷,yeayi,4-/..翳殪.豷贀
貗,yauru,2/\.余逾俞.觎.餘貗釪
貣,teoye,4-~...貣
賯,miorin,2|~..岷.盿賯
贋,yeayan,4-/.厌雁砚.赝餍.顑饜贋
冱,hueyu,4\-..冱.護
輀,eirer,2-|...輀
蒈,keivai,3-|.楷.蒈垲.
轓,feiwan,1-|.藩.蕃.轓
迋,weyang,4--...迋
逓,dayi,4//...遞逓
鄺,kueyuang,4\-.况.邝.鄺
酳,yeiyin,4-|.荫.茚.酳
鈪,ngauhag,5/\...鈪
尜,giara,2|/..尜.
鐐,lauyiao,4/\...鐐
轷,heowu,1-~..轷.
霘,deuyong,4-\...霘
鞄,peirao,2-|...鞄
騧,geiwua,1-|..栝.騧
髽,zheiwua,1-|.抓..髽
魣,yaoru,2/~.鱼.馀腴狳.魚魣鱮
鯀,gaovun,3/~..鲧.鮌鯀
鰰,shaoren,2/~...鰰
鴹,yuarang,2\/.羊.炀烊.鴹
鼪,shaiweng,1/|...鼪
龔,guewong,1\-...龔
眮,tiorong,2|~.同瞳..蚒眮
笀,maerang,2/-...铓笀
籣,laeran,2/-.篮.镧.籣
藑,qeiriong,2-|..邛蛩跫茕.蛬藑赹
垲,keivai,3-|.楷.蒈垲.
鍳,jeiyian,4-|.荐槛.楗.薦鍳趝
鵬,paoreng,2/~.朋鹏膨..鵬
禔,zhuowi,1\~.之.祗.衼禔禵
穯,saeye,4/-..穑铯.穯
茿,zheiru,2-|...茿
莂,beirie,2-|...莂
薃,heiyao,4-|...薃
襛,nuorong,2\~.农..襛
谻,jauri,2/\...谻鍓
賚,leiyai,4-|.赖..賴賚鵣
魳,shaowi,1/~.狮..鰤魳
鵄,cheowi,1-~...鵄
穄,jaeyi,4/-.季.稷.穊穄
穵,yuya,4\\...穵窫
篛,naeya,4/-.钠..篛
簑,saewui,1/-...簑
絭,juayuan,4\/.眷..絭
緅,zowou,1~~..驺.緅
緍,movin,3~~...緡緍
罇,zaewun,1/-...罇
耑,zhiowuan,1|~..颛.顓耑
艒,mayo,4//...艒
豠,chearu,2-/.厨..豠
蹎,diowian,1|~..巅.蹎
辢,leiya,4-|...辢
醻,sheiyou,4-|.授..醻
鐍,yauyu,4/\.欲愈.鹆.鋊鈺鐍錥
鑮,bauro,2/\...鑮鈸
闍,diowu,1|~..嘟.闍
頳,cheiweng,1-|.撑.柽.赪頳
驈,yeiyu,4-|.域芋.蓣.穀鬱驈蕷
髲,beiyi,4-|.蔽蓖.薜萆荜.苾鶝髲駜驆
鱮,yaoru,2/~.鱼.馀腴狳.魚魣鱮
麰,meirou,2-|...麰
鼄,zhaewu,1/-.朱.铢邾.鼄秼
鼅,zhaewi,1/-.知..鼅
鼖,feiren,2-|.坟焚.棼.鼖
眣,diorie,2|~.蝶.喋蹀.蜨眣
睎,xiowi,1|~.吸晰嘻.螅曦蟋蜥唏.睎
瞣,hioyuan,4|~.患唤..瞣
矀,miorei,2|~..嵋.矀
硊,weavei,3-/...磈硊
碅,jeawun,1-/...碅
磪,ceawui,1-/...磪
礒,yeavi,3-/...礒
禞,guoyao,4\~..诰.祮禞祰
秠,paewi,1/-...秠
穙,paeru,2/-..镤.穙
穱,jaerue,2/-..镢.穱
窯,yurao,2\\.窑..窯
竢,sueyi,4\-...竢
笍,zhaeyui,4/-...笍
筩,yaevong,3/-...筩
篳,baeyi,4/-..铋篦筚箅.篳
簠,faevu,3/-...簠
粃,buavi,3\/...粃
粖,muayo,4\/...粖
糓,geivu,3-|.古鼓贾.嘏瞽.盬糓
糺,jowiu,1~~.纠..糺
紭,horong,2~~.红..紅纮紭紘
紾,tovian,3~~...紾
絶,jorue,2~~.绝..絕絶
綅,qowin,1~~...骎綅
繂,lyoyu,4~~.绿..綠繂
繋,jeiyi,4-|.技蓟.髻芰荠.繫蟿繋驥
繣,hoyua,4~~...繣
罙,muori,2\~.谜.祢.罙禰
罥,jioyuan,4|~...睊睠罥
罼,bioyi,4|~..跸哔畀睥髀.閉閟蜌罼赑
羗,yuavou,3\/...羑羗
羜,zhuayu,4\/..炷.羜
翭,hourou,2~\...翭
耮,leyao,4--..耢.耮
聸,deiwan,1-|.担耽.聃.酖聸
肸,baoyi,4/~..狴.肸鮅
胹,aorer,2/~.儿.鲕.胹
脣,chearun,2-/.唇..脣
腬,raorou,2/~...腬
膄,shaoyou,4/~..狩.膄
膆,saoyu,4/~..夙觫.膆
膋,luariao,2\/.燎..膋
臕,baowiao,1/~.膘.飚飑.臕脿
舃,taiwuo,1/|...舃
艫,laru,2//..舻.艫
艭,shawuang,1//...艭
艶,yioyan,4|~.咽唁.晏.鷃艶
艼,deiving,3-|.顶.酊.頂艼
荢,yeiru,2-|.榆.揄萸.荢
荳,deiyou,4-|.豆逗..荳
萚,teiyuo,4-|..柝.萚
蓗,zeivong,3-|...蓯蓗
蓱,peiring,2-|.萍苹坪.枰.聠蓱
蕋,jeivuan,3-|...蕋
蕟,feiya,4-|...髮蕟
薐,leireng,2-|.棱楞.塄.薐輘
薠,feiran,2-|.樊.蘩.蠜薠
藺,leiyin,4-|..蔺.藺轥
蘓,seiwu,1-|.苏酥..蘇蘓
蘪,meirei,2-|.梅枚酶.楣莓.蘪
虵,yiove,3|~.野..虵
蚾,biovo,3|~..跛.蚾
蛖,bioyang,4|~.蚌..蛖
蛜,yiowi,1|~..噫咿黟.蛜
蝍,jiori,2|~..岌嵴戢.蹐踖蝍
蝨,shoewi,1~-.尸..蝨
蟂,xiowiao,1|~.哮嚣.哓.鸮蟂鴞
蟜,jioviao,3|~...蹻蟜
蠏,xioyie,4|~..躞.蠏蝑
衕,dayong,4//...衕
衘,yayu,4//.御..禦衘
袟,zhuoyi,4\~...袟
袬,yueyu,4\-.育..袬
誾,yiorin,2|~.吟..蟫訔誾
譅,sueye,4\-...譅
譌,uere,2\-...訛譌
譸,zhuewou,1\-...諏譸
讜,duevang,3\-...讜
趝,jeiyian,4-|.荐槛.楗.薦鍳趝
趡,weivei,3-|.苇..薳葦趡蔿
跾,chaiwou,1/|...跾
踀,chioyu,4|~..黜.踀
踸,chioven,3|~...贂踸
蹡,qiowiang,1|~.呛.跄蜣.蹌蹡
垌,deiyong,4-|.栋.垌.
蹳,biowo,1|~...蹳
躛,wayei,4//...衛讏躛
躩,jiorue,2|~.嚼.崛蹶噱矍.躩
躶,laivuo,3/|..倮.躶
軏,yeiyue,4-|.越.樾.趯軏
軬,fouyan,4~\...軬
輵,yeiya,4-|.亚.揠.輵襾
轗,keivan,3-|.坎..轗
轥,leiyin,4-|..蔺.藺轥
逷,tioyi,4|~.嚏..逷
遈,shiori,2|~.时..遈
邌,laeri,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
鄟,zheiwuan,1-|...鄟
醎,jeivian,3-|.检捡拣柬茧.戬枧.鬋醎
釭,gauwang,1/\...鋼釭
鈸,bauro,2/\...鑮鈸
怊,chuwao,1\\..怊.
銌,zauyun,4/\...銌
鋂,maurei,2/\...鋂鎇
鋎,hauyan,4/\..颔.頷鋎銲
鍐,wauvan,3/\...鍐
鎴,xauri,2/\...鎴
鎸,jauwuan,1/\...鎸
鑘,laurei,2/\...鐳鑘
閔,miovin,3|~.皿..閔
雋,jaiyun,4/|.俊.隽.雋
膪,chaoyuai,4/~..膪.
霣,yeuvun,3-\...霣
靃,heuyuo,4-\.霍..靃
韍,foiru,2~|...韍
颩,daowiao,1/~.雕.鲷.鵰鯛颩
飦,gauwan,1/\...飦
餔,bauwu,1/\...餔鈽
駋,zheiwao,1-|.招..駋
騄,leiyu,4-|.麓..蕗菉騼騄醁
骩,wiovei,3|~..韪.骫骩蜼
骻,kioyua,4|~.跨..骻
骾,gioveng,3|~..哽.骾
鬙,seiweng,1-|...鬙
鬽,maiyei,4/|..魅.鬽
魫,shaoven,3/~...魫
鯈,tairiao,2/|...鞗鯈
鯩,laorun,2/~...鯩腀
鯬,laeri,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
鰌,qaowiu,1/~..鳅.鰌
鲓,kaoyao,4/~...鲓
鴂,goewui,1~-...鴂
鶍,yioyi,4|~.易邑屹.呓蜴峄.睪蛡鶍螠
鶠,yeivan,3-|.掩.郾.菴酀鶠
鷁,yuayi,4\/.义益.熠.義鷁
鷖,yeawi,1-/.医.欹.醫鷖
鸇,zhuewan,1\-..旃.鹯邅譫鸇詀
鸘,sheuwuang,1-\.霜..鸘
鸧,qauwiang,1/\..戗.鎗錆鏘鸧
鹙,qaewiu,1/-.秋..鹙穐龝
麏,juewun,1\-..麇.麕麏
黮,diovan,3|~..赕.黮
齯,nieri,2|-...齯
龓,learong,2-/.龙聋.砻.龓
盓,yuwu,1\\.淤..穻盓
眕,zhioven,3|~..畛.眕
睘,qioriong,2|~...睘
睩,lioyu,4|~.路赂.鹭.睩賂鷺
矂,sioyao,4|~...矂
矵,deawiao,1-/.碉..矵
矺,deawa,1-/..耷.矺
砪,meavu,3-/...砪
硂,qearuan,2-/...硂
碒,yearin,2-/...碒
磣,cheaven,3-/..碜.磣
祤,yuovu,3\~.语..祤
禩,suoyi,4\~..祀.禩
稑,laeyu,4/-..簏.箓簬稑籙
穐,qaewiu,1/-.秋..鹙穐龝
穛,baero,2/-.箔铂.钹.镈穛
竂,luriao,2\\.寥.寮.竂
笉,qaevin,3/-..锓.笉
篟,qaeyian,4/-...篟
篺,paeri,2/-..铍.篺
紂,zhoyou,4~~.骤.纣绉.紂
紻,yovang,3~~...紻
綹,loviu,3~~..绺.綹
緐,faeran,2/-.繁钒..緐笲
縈,yuaring,2\/...縈螢
繖,sovan,3~~...繖
繯,horuan,2~~..缳.繯綄
繴,boeyi,4~-.避壁臂辟.璧弼嬖襞.鸊躄鼊繴
纀,poru,2~~...纀
羉,lioruan,2|~...羉
翈,xioria,2|~.峡暇.黠.翈睱
耡,cheru,2--...耡
腀,laorun,2/~...鯩腀
艩,qari,2//..颀.艩
苅,yeiyi,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
莁,weiru,2-|.吾芜梧..鹀茣莁
菞,leiri,2-|..藜鹂蓠.醨菞
菳,qeiwin,1-|...駸菳
萈,heiruan,2-|.桓.萑鬟.轘萈
蒁,sheiyu,4-|.术述树束..豎蒁鶐
蒑,yeiwin,1-|.茵.堙.駰蒑
蓔,yeivao,3-|..杳.蓔
蓕,geiyui,4-|.桂柜.桧.蓕赽
蔙,xeiyuan,4-|..楦.蔙駨
蔿,weivei,3-|.苇..薳葦趡蔿
蕧,feiyu,4-|.副覆赴..蕧
薆,eiyai,4-|.艾..鴱薆
薗,yeiruan,2-|.援袁垣.芫塬橼.薗
薝,zheiwan,1-|...驙薝
藀,yeiring,2-|.营莹荧萤.萦楹茔蓥.藀
蘌,yeivu,3-|.雨..藇蘌
虋,meiren,2-|..扪.虋
蚿,xiorian,2|~...鷳蚿鷼閑鷴
蜫,kiowun,1|~.昆..鹍蜫
蜽,lioviang,3|~...蜽
螥,ciowang,1|~...螥
蠚,heiwe,1-|...蠚
袽,ruoru,2\~..襦.袽
裶,fuowei,1\~..扉.裶
裺,uowan,1\~..谙.裺
褣,ruorong,2\~...褣
褸,lyuovu,3\~..褛.褸
詅,luering,2\-.凌..詅
詇,yueyang,4\-...詇
詐,zhueya,4\-..痄.詐
誻,tueya,4\-...誻
諧,xuerie,2\-...諧
謚,yueyi,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
豧,feawu,1-/...豧
貮,eyer,4--.二贰..貮
賡,gueweng,1\-.庚.赓.鶊鹒賡
賱,yioyun,4|~...賱
赑,bioyi,4|~..跸哔畀睥髀.閉閟蜌罼赑
赹,qeiriong,2-|..邛蛩跫茕.蛬藑赹
赽,geiyui,4-|.桂柜.桧.蓕赽
踃,qioyiao,4|~.峭..踃
蹞,kiovui,3|~..跬.蹞
蹧,ziowao,1|~...蹧
躻,kaiwong,1/|..倥.躻
躿,kaiwang,1/|...躿
輻,feiru,2-|.扶拂.芙苻茯菔莩桴.葍輻
郟,jearia,2-/..戛.頰郟
鄑,zeiwi,1-|..髭趑.茲菑趦茊薋葘鄑
酼,heivai,3-|..醢.酼
醁,leiyu,4-|.麓..蕗菉騼騄醁
醕,cheirun,2-|.醇.莼.醕
醥,peiviao,3-|...醥
釪,yauru,2/\.余逾俞.觎.餘貗釪
鈵,bauving,3/\...餅鈵鉼
銒,jauwian,1/\...鐧銒
銙,kauvua,3/\...銙
鋺,yauwuan,1/\...鋺
錗,wauyei,4/\...鏏餵錗
錥,yauyu,4/\.欲愈.鹆.鋊鈺鐍錥
鍓,jauri,2/\...谻鍓
鍟,shauweng,1/\...鍟
鎍,sauye,4/\...鎍銫
鎘,gaure,2/\...鎘
鏿,chauweng,1/\...鏿
鐎,jauwiao,1/\...鐎
鐤,dauving,3/\...鐤
鐿,yauyi,4/\..刈.鎰饐鐿
鑊,hauyuo,4/\...鑊
锧,zhaeyi,4/-.制智秩稚.雉.製铚秲锧稙鴙
閧,hioyong,4|~...闀閧
闛,tiowang,1|~...蹚闛
隝,doivao,3~|...隝
隥,doiyeng,4~|...隥
隦,poiri,2~|..陴.隦
靄,euvai,3-\..霭.靄
靱,reiyen,4-|..葚.靭靱軔
鞪,mourou,2~\.牟.鍪.鴾鞪
鞺,teiwang,1-|...鼞鞺
鞿,jeiwi,1-|.机基圾.芨赍墼.鄿虀鞿覊賷
韟,goiwao,1~|...韟
顀,chairui,2/|...顀
飀,laoriu,2/~.留馏.遛.鰡飗飀鹠
飥,tauwuo,1/\...飥
飪,rauyen,4/\...餁飪
餒,nauvei,3/\...餒
饆,bauyi,4/\...饆鉍
馿,lyeiru,2-|..榈.藘驢馿
癀,hueruang,2\-..癀.
驦,sheiwuang,1-|...騻驦
髉,bioro,2|~..踣.髆髉
鬉,zeiwong,1-|.棕鬃..鬉騣
鬸,leiyiu,4-|...鬸
魛,daowao,1/~...鱽魛
鳷,zheiwi,1-|.支枝芝.栀.鳷
鵋,joeyi,4~-.既忌.暨.鵋鱀
鵏,beiwu,1-|..逋.鵏
鵨,shauwu,1/\.舒.毹.鵨
鵼,kuwong,1\\.空..鵼
鷵,toeru,2~-.屠..鷵
鷼,xiorian,2|~...鷳蚿鷼閑鷴
鸍,meari,2-/...鸍
鸓,liovei,3|~...礨鸓蠝
鸖,heuye,4-\...鸖
鹠,laoriu,2/~.留馏.遛.鰡飗飀鹠
黶,yeavan,3-/..魇厣.黡黶
鼉,tioruo,2|~..跎鼍.鼉
齰,ziere,2|-...齰
碀,cheareng,2-/.成盛..郕碀
礇,yeayu,4-/.郁..礇
禪,chuoran,2\~.谗.禅.禪
筣,laeri,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
箏,zhaeweng,1/-..铮筝钲.箏篜
糧,luariang,2\/.粮..糧
紐,noviu,3~~.纽..紐
紳,showen,1~~.绅..紳
綀,showu,1~~.书.纾.紓綀
緱,gowou,1~~..缑.緱
缾,paering,2/-...缾
羷,luavian,3\/...羷
耊,deirie,2-|..堞耋垤揲.耊镻
臚,laoru,2/~..鲈胪.臚
艍,jawu,1//...艍
葏,jeiwian,1-|..鞯菅蒹搛.鞬葌監鋻蕳葏虃
蠅,yioring,2|~.蝇..蝿蠅
詛,zuevu,3\-...詛
誽,nuera,2\-...誽
諂,chuevan,3\-.产..諂
賂,lioyu,4|~.路赂.鹭.睩賂鷺
輧,peiweng,1-|.抨..軿輧
輽,beiyen,4-|...輽
釦,kauyou,4/\...釦
鈕,nauviu,3/\...鈕
鏍,lauruo,2/\...鏍
鏽,xauyiu,4/\...鏽
鐲,zhauruo,2/\...鐲
颱,taorai,2/~..鲐.颱
饝,mauro,2/\...饝
騇,sheiye,4-|.摄赦..蔎騇
髏,liorou,2|~..髅蝼.髏
腂,laovei,3/~...腂
臗,kaowun,1/~..鲲.臗
眀,mioring,2|~.明鸣螟.瞑暝.鳴眳眀
砫,zheavu,3-/...砫
祙,muoyei,4\~..袂.祙
祳,shuoyen,4\~...祳
粧,zhuawuang,1\/...粧
蕣,sheiyun,4-|...蕣
觓,qaoriu,2/~..犰.鰽肍觓
趹,gioyui,4|~.贵跪.炅刿.貴瞆趹
鄍,muoring,2\~..冥.鄍
鈡,zhauwong,1/\...鐘鈡
羭,yuaru,2\/...羭
蝄,wiovang,3|~.网.罔.蝄
衸,juoyie,4\~.诫..褯衸
謡,yuerao,2\-...謡謠
閏,rioyun,4|~...閏
盪,duyang,4\\..宕.盪
眲,nioye,4|~...眲
睋,iore,2|~.峨蛾.蚵.睋
矃,nioving,3|~...矃
矒,mioreng,2|~.盟.虻.鄳矒
硟,cheayan,4-/...硟
碩,sheayuo,4-/.硕..碩
磄,tearang,2-/...磄
礂,xeawi,1-/.硒矽..豨礂
礊,keiye,4-|.克..礊騍
祰,guoyao,4\~..诰.祮禞祰
祹,tuorao,2\~...祹
禐,yuoyuan,4\~...禐
秳,kaeyuo,4/-...筈秳
秼,zhaewu,1/-.朱.铢邾.鼄秼
稄,xaeyun,4/-...稄
稇,kaevun,3/-...稛稇
稈,gaevan,3/-.秆..簳稈
稘,jaewi,1/-.积稽箕.嵇犄笄.積稘
稙,zhaeyi,4/-.制智秩稚.雉.製铚秲锧稙鴙
穢,haeyui,4/-.秽..篲穢
竸,jueying,4\-.竟竞净靖痉..競竸
竾,chaeri,2/-..篪.竾筂
笐,haerang,2/-...笐
笜,zhaeru,2/-.竹.竺.笜
筂,chaeri,2/-..篪.竾筂
箒,zhaevou,3/-...箒
箛,gaewu,1/-.箍..笟箛
箞,qaewian,1/-.千签迁铅钎..籤箞簽
箤,zaeru,2/-..镞.箤稡
箷,yaeri,2/-.移.迤.簃箷
箹,yaeyao,4/-.钥..籥箹
箿,jaeri,2/-.籍.笈.箿
篜,zhaeweng,1/-..铮筝钲.箏篜
簞,daewan,1/-..箪.簞
簤,daeyai,4/-...簤
簨,zhaeyuan,4/-.篆..簨
簹,daewang,1/-...簹
簽,qaewian,1/-.千签迁铅钎..籤箞簽
籬,laeri,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
粔,juayu,4\/.炬..粔
粸,quari,2\/...粸
紇,gowe,1~~..纥.紇
紝,royen,4~~.纫..纴絍紝
紺,goyan,4~~..绀.紺
絆,boyan,4~~.绊..絆
絳,joyiang,4~~..绛.絳
綄,horuan,2~~..缳.繯綄
綊,xorie,2~~..缬.綊
綏,sorui,2~~.绥..綏
綒,fowu,1~~...綒
綔,heayu,4-/..瓠.綔
綗,joviong,3~~...綗
綴,zhoyui,4~~.缀.缒.縋綴
緝,jowi,1~~.缉.畿.績緝
緞,doyuan,4~~.缎..緞
緦,sowi,1~~.丝.鸶缌.絲鷥緦
緰,torou,2~~...緰
緶,boyian,4~~..缏.緶
縣,xioyian,4|~.县.岘.県睍縣
縹,powiao,1~~..缥.縹
繜,zowun,1~~...繜
繝,joyian,4~~...繝
繩,shoreng,2~~.绳..繩
纏,choran,2~~.缠..繟纒纏
罃,yuawing,1\/...罃
罝,jiowu,1|~..雎.踘跔罝
罰,fiora,2|~.罚..罰
羴,shuawan,1\/.煽..羶羴
翢,daoyao,4/~...翢
聡,ceiwong,1-|.聪葱.枞苁.茐聦聰蔥驄聡
聹,neiring,2-|.拧柠.聍.聹
聻,nuvi,3\\...聻
聾,luerong,2\-..癃.龍驡礱蠪聾
脕,waoyan,4/~.腕..脕
脟,laoyie,4/~.猎..脟
